month,races,top1_win_rate,win_ROI,place_ROI
2026-07,288,0.2847222222222222,84.09722222222223,76.11111111111111
2026-08,144,0.2569444444444444,71.59722222222223,77.98611111111111
TOTAL,432,0.27546296296296297,79.93055555555556,76.73611111111111
