month,races,top1_win_rate,win_ROI,place_ROI
2026-07,288,0.2743055555555556,85.20833333333333,75.69444444444444
2026-08,144,0.2638888888888889,71.52777777777779,80.83333333333333
TOTAL,432,0.2708333333333333,80.64814814814815,77.4074074074074
