bin,predictions,mean_predicted_probability,actual_win_rate
0～5%,2460,0.025850404891523494,0.022764227642276424
5～10%,1684,0.07300996643738472,0.07185273159144893
10～20%,1042,0.1404498365447538,0.14395393474088292
20～30%,335,0.24008767021438499,0.2417910447761194
30～40%,57,0.3292387913273192,0.40350877192982454
40%以上,3,0.4242822484527504,0.3333333333333333
