bin,predictions,mean_predicted_probability,actual_win_rate
0～5%,40,0.025393463846322715,0.025
5～10%,31,0.07336190890943925,0.03225806451612903
10～20%,23,0.13528362318652434,0.13043478260869565
20～30%,12,0.2601406791564475,0.4166666666666667
30～40%,3,0.3240614203769376,0
40%以上,1,0.43322608382748884,0
