popularity,races,wins,win_rate,win_ROI,place_hit_rate,place_ROI,sample_warning
1番人気,6,1,0.16666666666666666,35.0,0.8333333333333334,96.66666666666667,LOW SAMPLE
2～3番人気,4,0,0,0.0,0.25,0.0,LOW SAMPLE
