popularity,races,wins,win_rate,win_ROI,place_hit_rate,place_ROI,sample_warning
1番人気,230,81,0.3521739130434783,78.13043478260869,0.6565217391304348,81.69565217391305,
2～3番人気,136,20,0.14705882352941177,66.54411764705883,0.4485294117647059,67.64705882352942,
4～6番人気,47,1,0.02127659574468085,12.76595744680851,0.23404255319148937,63.61702127659574,
7番人気以下,19,0,0,0.0,0,0.0,LOW SAMPLE
