margin_bin,races,wins,win_rate,win_ROI,place_hit_rate,place_ROI,sample_warning
0,220,48,0.21818181818181817,54.22727272727273,0.5045454545454545,71.13636363636363,
0.81+,212,54,0.25471698113207547,74.00943396226415,0.5283018867924528,72.31132075471697,
