bin,predictions,mean_predicted_probability,actual_win_rate
0～5%,2437,0.025638991495420104,0.02215839146491588
5～10%,1602,0.07307176669334874,0.06554307116104868
10～20%,1122,0.13748608197649914,0.15062388591800357
20～30%,340,0.24170079443878154,0.2088235294117647
30～40%,77,0.3332557862405589,0.42857142857142855
40%以上,3,0.4181717899609818,0
