distance,races,wins,win_rate,win_ROI,place_hit_rate,place_ROI,sample_warning
1300～1600m,53,15,0.2830188679245283,104.90566037735849,0.5849056603773585,78.8679245283019,
1700～2000m,215,50,0.23255813953488372,59.53488372093023,0.5441860465116279,74.23255813953489,
2100～2400m,7,2,0.2857142857142857,94.28571428571428,0.7142857142857143,91.42857142857143,LOW SAMPLE
2500m～,26,5,0.19230769230769232,51.53846153846153,0.4230769230769231,57.692307692307686,LOW SAMPLE
～1200m,131,30,0.22900763358778625,55.41984732824427,0.45038167938931295,66.41221374045801,
