bin,predictions,mean_predicted_probability,actual_win_rate
0～5%,2400,0.02557853645141381,0.020833333333333332
5～10%,1653,0.0717235085651018,0.06533575317604355
10～20%,1114,0.13750943166157822,0.14721723518850988
20～30%,339,0.23943372628005272,0.24188790560471976
30～40%,68,0.33173307565787236,0.38235294117647056
40%以上,7,0.42656205153768534,0.2857142857142857
