racecourse,races,wins,win_rate,win_ROI,place_hit_rate,place_ROI,sample_warning
中京,72,22,0.3055555555555556,79.58333333333333,0.6944444444444444,98.88888888888889,
函館,72,17,0.2361111111111111,70.97222222222223,0.5416666666666666,87.22222222222223,
小倉,72,16,0.2222222222222222,64.44444444444444,0.5416666666666666,79.16666666666666,
新潟,72,15,0.20833333333333334,62.77777777777778,0.5,69.58333333333333,
札幌,72,21,0.2916666666666667,74.86111111111111,0.5694444444444444,78.61111111111111,
福島,72,19,0.2638888888888889,72.22222222222221,0.5277777777777778,77.77777777777779,
