odds,races,wins,win_rate,win_ROI,place_hit_rate,place_ROI,sample_warning
10.0～19.9,69,38,0.5507246376811594,88.26086956521739,0.7971014492753623,87.68115942028986,
20.0～,363,72,0.19834710743801653,67.4931129476584,0.5179063360881543,80.77134986225896,
