odds,races,wins,win_rate,win_ROI,place_hit_rate,place_ROI,sample_warning
10.0～19.9,74,41,0.5540540540540541,87.70270270270271,0.8243243243243243,90.67567567567568,
20.0～,358,81,0.22625698324022347,80.64245810055866,0.505586592178771,73.57541899441341,
