month,races,top1_win_rate,win_ROI,place_ROI
2026-07,288,0.2777777777777778,86.28472222222221,76.90972222222221
2026-08,144,0.2638888888888889,74.51388888888889,77.77777777777779
TOTAL,432,0.27314814814814814,82.36111111111111,77.19907407407408
