margin_bin,races,wins,win_rate,win_ROI,place_hit_rate,place_ROI,sample_warning
0,220,58,0.2636363636363636,69.04545454545455,0.55,73.13636363636363,
0.81+,212,60,0.2830188679245283,96.17924528301887,0.5613207547169812,81.41509433962264,
