race_id,date,racecourse,race_number,pred_rank1_horse,pred_rank2_horse,pred_rank3_horse,p1,p2,p3,p4,gap_1_2,gap_2_3,gap_3_4,ratio_1_2,ratio_2_3,ratio_3_4,top1_share,top2_share,top3_share,prediction_entropy,normalized_entropy,prediction_std,prediction_range,actual_winner,actual_second,actual_third,top1_hit,top2_box_hit,top2_exact_hit,top3_box_hit,top2_order_hit,top1_odds,top1_fair_odds,top1_market_implied_probability,top1_edge,top1_expected_return,recommendation
2026-0704-02-01-07-11,2026-07-04,函館,11,サウスバンク,マーブルパレス,アンジュプロミス,0.2337926074382374,0.156476840379267,0.1533782813409881,0.054913510964552506,0.07731576705897039,0.0030985590382789086,0.0984647703764356,1.4941035802587348,1.0202020717091635,2.793088233604223,0.2337926074382374,0.3902694478175044,0.5436477291584925,2.415713142976444,0.8712843428956017,0.06616638802651316,0.24093729993474136,マーブルパレス,メルトユアハート,ルーフ,0,0,0,0,0,28.0,3.8984800221712295,0.03571428571428571,0.22079594245486045,7.182286388736092,THREE_HORSE
2026-0704-02-01-07-12,2026-07-04,函館,12,シーズザスローン,ゴールドブレイズ,アチーヴァー,0.34435684654949517,0.30522634754081124,0.10259632990345162,0.07248614421962452,0.03913049900868393,0.2026300176373596,0.030110185683827104,1.1282015767116955,2.9750220873207143,1.415392293354669,0.34435684654949517,0.6495831940903064,0.752179523993758,1.6504125814120034,0.8481442898138098,0.11243272920541901,0.2798564046822893,シーズザスローン,アチーヴァー,ゴールドブレイズ,1,0,0,1,0,19.0,3.008788371472921,0.05263157894736842,0.2797281208843816,6.31483429680325,TWO_HORSE_UNORDERED
2026-0704-03-02-03-01,2026-07-04,福島,1,ウィンターブリーズ,コスモハナミズキ,レゾルーティオ,0.28507444017912753,0.20306638861198884,0.13357177050109134,0.1114665913906659,0.0820080515671387,0.0694946181108975,0.022105179110425435,1.4038484759968644,1.5202792315336546,1.1983121474752165,0.28507444017912753,0.48814082879111637,0.6217125992922077,1.8998916667169305,0.9136547619329277,0.08259757924887608,0.26193113782953675,コスモハナミズキ,ウィンターブリーズ,レゾルーティオ,0,1,0,1,0,11.0,3.285416058865533,0.09090909090909091,0.21346636172241049,3.3481299789465155,UNSET
2026-0704-03-02-03-02,2026-07-04,福島,2,ベルトラッキ,ファランギーナ,ドナディクオーレ,0.18494105640674743,0.16864572870409975,0.13817713430665773,0.1246820830545754,0.01629532770264769,0.03046859439744201,0.013495051252082335,1.0966246096350234,1.2205038811256774,1.10823568969549,0.18494105640674743,0.3535867851108472,0.4917639194175049,2.3809632288529947,0.8587509607012974,0.06616536931144713,0.20674531895831824,ボンボンベイビー,クイーンズレイン,ファランギーナ,0,0,0,0,0,39.0,4.661692365556096,0.02564102564102564,0.18887334415924525,8.366060422210564,UNSET
2026-0704-03-02-03-03,2026-07-04,福島,3,ワンダーブリッツ,イントゥザウインド,キタノドンカルロ,0.304160708192963,0.2533907672840451,0.17519616779619784,0.08420554621589385,0.0507699409089179,0.07819459948784724,0.09099062158030399,1.2003622367661329,1.4463259697484332,2.0805775352019444,0.304160708192963,0.5575514754770081,0.732747643273206,1.9382668864456147,0.7157425979978939,0.1004151323966896,0.3192711056675419,オリジナルアポジー,ワンダーブリッツ,イントゥザウインド,0,0,0,0,0,21.0,3.0746177796027934,0.047619047619047616,0.27762463198043386,6.830117271589111,THREE_HORSE
2026-0704-03-02-03-04,2026-07-04,福島,4,グレイシエーション,リーデレクオーレ,アーリマックス,0.23475544723158262,0.16637197548400107,0.08955090803580494,0.08603920084792471,0.06838347174758155,0.07682106744819613,0.003511707187880228,1.4110275877210916,1.8578480010217309,1.0408151999701534,0.23475544723158262,0.40112742271558366,0.4906783307513886,2.3823114894301645,0.8592372429134246,0.046619882261184235,0.17641025744161204,グレイシエーション,リーデレクオーレ,ラウンドヒル,1,1,1,0,1,16.0,5.480248925060459,0.0625,0.11997346309893539,2.9195754095829662,UNSET
2026-0704-03-02-03-05,2026-07-04,福島,5,スタースポット,コスモバルムンク,サノノファイター,0.07142857142857145,0.07142857142857145,0.07142857142857145,0.07142857142857145,0.0,0.0,0.0,1.0,1.0,1.0,0.07142857142857145,0.1428571428571429,0.21428571428571436,2.6390573296152597,1.0000000000000004,0.0,0.0,スタースポット,グルドロッティン,フェリスセンダ,1,0,0,0,0,41.0,15.156339246223077,0.024390243902439025,0.04158874902945894,2.7051387102078164,CHAOTIC_SKIP
2026-0704-03-02-03-06,2026-07-04,福島,6,キタノバトゥーキ,ミュークゼウス,メイクアマーク,0.06666666666666664,0.06666666666666664,0.06666666666666664,0.06666666666666664,0.0,0.0,0.0,1.0,1.0,1.0,0.06666666666666664,0.13333333333333328,0.1999999999999999,2.7080502011022096,0.9999999999999999,0.0,0.0,コンテミュール,クロダテ,ユイノリュウギ,0,0,0,0,0,1106.0,17.035584938066233,0.0009041591320072332,0.05779649621006366,64.92292480833041,CHAOTIC_SKIP
2026-0704-03-02-03-07,2026-07-04,福島,7,アールグレイ,ピースフルマインド,フレキシブル,0.21059358641341877,0.14270815196839132,0.1294438547230855,0.0825899200903154,0.06788543444502745,0.013264297245305812,0.0468539346327701,1.4756941597846738,1.102471432681618,1.5673081482768532,0.21059358641341877,0.3533017383818101,0.4827455931048956,2.443621043203955,0.8813499902105653,0.05201170558074384,0.1963530166600338,フレキシブル,アルティマローネ,ピースフルマインド,0,0,0,0,0,33.0,4.91158936993607,0.030303030303030304,0.17329705200861784,6.718802716284388,UNSET
2026-0704-03-02-03-08,2026-07-04,福島,8,ルシャルムール,ベルチュガダン,ゴーゴーパンチ,0.18056766942373587,0.1517121482257333,0.13079061931788458,0.09315966529387444,0.028855521198002554,0.020921528907848735,0.037630954024010135,1.1901991471050049,1.1599619989335725,1.4039404167597895,0.18056766942373587,0.3322798176494692,0.4630704369673537,2.422459625052974,0.8945401470279255,0.06196190253477828,0.20991316068176183,シューティングガイ,エアトベーレ,ヤングアメリカンズ,0,0,0,0,0,30.0,4.5601522988145895,0.03333333333333333,0.1859575882132891,6.578727646398672,UNSET
2026-0704-03-02-03-09,2026-07-04,福島,9,アローメタル,コスモアチーブ,トレベルオール,0.2796127579583503,0.14501359407140108,0.14326000114697798,0.13583825641269937,0.1345991638869492,0.001753592924423092,0.007421744734278618,1.9281830765512642,1.0122406317910329,1.0546366313163658,0.2796127579583503,0.42462635202975135,0.5678863531767293,2.048534286149506,0.8896671364643475,0.061285440575177715,0.20959927675791606,ムーンストラック,ミッドセンチュリー,トレベルオール,0,0,0,0,0,15.0,4.349873948536116,0.06666666666666667,0.16322505245694952,3.4483757868542426,ONE_HORSE
2026-0704-03-02-03-10,2026-07-04,福島,10,ディーズゴールド,エリーナストーム,レッドベルダンス,0.2919268414116492,0.15790618701466036,0.15112296445792328,0.10718906042054904,0.13402065439698885,0.0067832225567370785,0.04393390403737424,1.8487359294195742,1.044885451930277,1.4098730212299886,0.2919268414116492,0.44983302842630957,0.6009559928842328,2.0316069066325277,0.8823156689470416,0.042360319468322576,0.14234992650375985,ディーズゴールド,ユイノマチブセ,レッドベルダンス,1,0,0,0,0,27.0,6.350039224291144,0.037037037037037035,0.12044230516523577,4.251942239461366,ONE_HORSE
2026-0704-03-02-03-11,2026-07-04,福島,11,ゲイルライダー,テセラリアン,イリフィ,0.3558978676652939,0.12446729159079474,0.12306112121517326,0.10593620671304929,0.23143057607449918,0.0014061703756214766,0.017124914502123972,2.8593686189891767,1.0114266013647217,1.1616530838083567,0.3558978676652939,0.48036515925608864,0.6034262804712619,1.981958894026975,0.860753811034987,0.0714298486654845,0.26062283107108297,ゲイルライダー,イリフィ,ラストシャリナ,1,0,0,0,0,16.0,3.615752595974668,0.0625,0.2140675951151294,4.4250815218420705,ONE_HORSE
2026-0704-03-02-03-12,2026-07-04,福島,12,トワニ,ブラックティンカー,リラベガ,0.21578977595423726,0.1633437407836161,0.09030803746500912,0.08058486248979588,0.05244603517062116,0.07303570331860698,0.009723174975213245,1.3210777157362719,1.8087397907069511,1.1206575859882426,0.21578977595423726,0.37913351673785334,0.4694415542028625,2.4508160372630656,0.8839450357726415,0.052254349811581675,0.19911917229804563,ルージュブリッツ,プリュノワール,ロンドンアームズ,0,0,0,0,0,33.0,4.833998087672361,0.030303030303030304,0.1765650697382575,6.826647301362498,UNSET
2026-0704-10-02-03-01,2026-07-04,小倉,1,アバットゥータ,テイエムリステット,ゴーツウキリシマ,0.376135248038845,0.12075456681285714,0.11586572307817329,0.08453677426091721,0.2553806812259879,0.004888843734683845,0.03132894881725608,3.114873896419764,1.0421940467361983,1.3705955081815795,0.376135248038845,0.49688981485170214,0.6127555379298755,2.033116280511451,0.8181861804285108,0.06745871997168293,0.2591663698134883,アクロスザリバー,ゴールデンルーキー,メイショウソウセキ,0,0,0,0,0,14.0,3.7321184609125817,0.07142857142857142,0.19651576379906197,3.7512206931868675,ONE_HORSE
2026-0704-10-02-03-02,2026-07-04,小倉,2,ランスオブラヴ,アイルトン,マルモリキャスター,0.22545162515256592,0.12616479621224364,0.09327987253285552,0.08264319303926433,0.09928682894032229,0.03288492367938811,0.010636679493591192,1.7869614339430686,1.3525404011224953,1.128706056753369,0.22545162515256592,0.35161642136480953,0.44489629389766505,2.5811507959461184,0.893016889227038,0.025384646322463653,0.10733127051096823,ニシノトリビュート,ナデシコザクラ,シャンデリュイーズ,0,0,0,0,0,64.0,8.79293086335722,0.015625,0.0981027223647123,7.2785742313415875,UNSET
2026-0704-10-02-03-03,2026-07-04,小倉,3,シャンドラファール,ドリームプレミア,シャリキモン,0.2671556787332403,0.23374588043898606,0.14616700024434467,0.05857434395111377,0.03340979829425425,0.08757888019464138,0.0875926562932309,1.1429321373771766,1.5991699908203452,2.4954099420445215,0.2671556787332403,0.5009015591722263,0.647068559416571,2.1874390152528824,0.7889518548880928,0.06589987271615419,0.21796478851983728,ドリームプレミア,シャンドラファール,テイエムプレミラン,0,1,0,0,0,34.0,4.440408491679152,0.029411764705882353,0.1957927411124207,7.656953197822304,THREE_HORSE
2026-0704-10-02-03-04,2026-07-04,小倉,4,マーゴットガイア,アキノビューティー,アンティスマ,0.25702481364975005,0.20204071563543607,0.15421519362441238,0.10250474969071532,0.054984098014313976,0.04782552201102369,0.05171044393369706,1.2721436510526312,1.3101219853051682,1.504468759640129,0.25702481364975005,0.4590655292851861,0.6132807229095985,2.21229249379118,0.7979158524471034,0.08709443338536561,0.2932816795083981,アンティスマ,マーゴットガイア,エンジェルグラース,0,0,0,0,0,20.0,3.305092159475814,0.05,0.25256342387699093,6.051268477539819,FLAT_VALUE
2026-0704-10-02-03-05,2026-07-04,小倉,5,ココモフィーバー,プリンキピッサ,ブルーチップ,0.07692307692307691,0.07692307692307691,0.07692307692307691,0.07692307692307691,0.0,0.0,0.0,1.0,1.0,1.0,0.07692307692307691,0.15384615384615383,0.23076923076923073,2.5649493574615363,0.9999999999999998,0.0,0.0,ブルーチップ,プリンキピッサ,シャローフォレスト,0,0,0,0,0,85.0,13.717932319297248,0.011764705882352941,0.06113257752188744,6.196269089360433,CHAOTIC_SKIP
2026-0704-10-02-03-06,2026-07-04,小倉,6,ピコオーバル,キングズテイル,キープシャイニング,0.15938548544359807,0.12458539694327,0.12297750075752703,0.1162310467898424,0.034800088500328064,0.001607896185742974,0.006746453967684626,1.2793271872479106,1.0130747183496047,1.0580434759387731,0.15938548544359807,0.2839708823868681,0.4069483831443951,2.412758578727032,0.8702187090979481,0.06754687822391861,0.20566629480986692,ピエナオルカ,ベルアズーロ,キングズテイル,0,0,0,0,0,47.0,4.74254893673486,0.02127659574468085,0.1895804799207266,9.91028255627415,UNSET
2026-0704-10-02-03-07,2026-07-04,小倉,7,ホワイトフレイムス,ララディアーブル,ホウオウモチーヴ,0.2149393146796693,0.16886167018956855,0.1482740040210306,0.13166060802634355,0.046077644490100766,0.020587666168537938,0.016613395994687058,1.2728721351528312,1.1388487908212006,1.1261834974312357,0.2149393146796693,0.38380098486923786,0.5320749888902685,2.2621949571706077,0.8159143615585142,0.08244258550050285,0.26569962170475264,ベンティガオルサ,シュプリームレルム,ララディアーブル,0,0,0,0,0,57.0,3.676082195344274,0.017543859649122806,0.2544848782464801,15.505638060049364,FLAT_VALUE
2026-0704-10-02-03-08,2026-07-04,小倉,8,ブルーマッキンジー,エルル,カネコメファミリー,0.25952202858760065,0.13435120950368987,0.12491219560398754,0.09849942686596988,0.12517081908391078,0.009439013899702323,0.026412768738017664,1.9316687177309932,1.0755651908451525,1.2681514966981284,0.25952202858760065,0.3938732380912905,0.5187854336952781,2.2510368992233136,0.8776145590067735,0.07759950109231768,0.2914627230347923,ブルーマッキンジー,カネコメファミリー,プルミエールパス,1,0,0,0,0,16.0,3.25289254581738,0.0625,0.24491870071478866,4.918699211436619,ONE_HORSE
2026-0704-10-02-03-09,2026-07-04,小倉,9,グッドピース,フィオラーノ,キョラムン,0.25734444541098334,0.1234830688283005,0.09984972667240999,0.09890806893938305,0.13386137658268282,0.02363334215589051,0.0009416577330269432,2.084046402902515,1.236689102148747,1.0095205350091714,0.25734444541098334,0.38082751423928385,0.48067724091169384,2.222639947218269,0.8944561146423322,0.03858033109073827,0.14962632867821535,グッドピース,ミライハーモニー,ケイアイクビラ,1,0,0,0,0,23.0,6.37366807659048,0.043478260869565216,0.11341726427910842,3.6085970784194936,ONE_HORSE
2026-0704-10-02-03-10,2026-07-04,小倉,10,ゴールデンバランス,パールフロント,ローズカリス,0.16777418568377436,0.13772074287274705,0.13216802257088126,0.11089865695528607,0.030053442811027314,0.005552720301865793,0.021269365615595184,1.2182201619315725,1.0420125851462134,1.1917910117177606,0.16777418568377436,0.3054949285565214,0.4376629511274026,2.350823586139988,0.9460410057418248,0.02821428362670432,0.09221422102117066,ローズカリス,パールフロント,ザウリ,0,0,0,0,0,27.0,9.175714653243377,0.037037037037037035,0.07194629971554234,2.9425500923196433,CHAOTIC_SKIP
2026-0704-10-02-03-11,2026-07-04,小倉,11,ネブラディスク,サウンドムーブ,ヴィスマール,0.2456715730228146,0.20329893919847478,0.09304005587708171,0.07672062995532526,0.04237263382433981,0.11025888332139307,0.016319425921756447,1.2084252578562285,2.1850689714445113,1.2127123556109918,0.2456715730228146,0.44897051222128936,0.5420105680983711,2.272110575092916,0.8609553682655925,0.07832634771601973,0.2667266793165669,ネブラディスク,サウンドムーブ,ハギノアルデバラン,1,1,1,0,1,24.0,3.505741477620413,0.041666666666666664,0.24357969459062964,6.845912670175111,TWO_HORSE_UNORDERED
2026-0704-10-02-03-12,2026-07-04,小倉,12,ムーンリットアイル,ジャンヌローサ,エピッククイーン,0.23625906155187976,0.18712505561308565,0.11673759371389703,0.11294347763490684,0.049134005938794106,0.07038746189918862,0.0037941160789901895,1.262573099993554,1.6029545381215902,1.033593051661246,0.23625906155187976,0.4233841171649654,0.5401217108788624,2.1681870367165215,0.8725426514116739,0.06770328938515732,0.2227388203762738,ユメシバイ,ムーンリットアイル,アカウフリューゲル,0,0,0,0,0,26.0,4.246399751809053,0.038461538461538464,0.19703206987667315,6.122833816793502,UNSET
2026-0705-02-01-08-01,2026-07-05,函館,1,コックニー,チカバリエンテ,キチロクタワー,0.21919625617839,0.20409458877327782,0.1507503853739136,0.10653211782058916,0.015101667405112179,0.053344203399364215,0.04421826755332445,1.0739934728102376,1.353857824423148,1.4150698254942464,0.21919625617839,0.4232908449516678,0.5740412303255814,2.031376883024413,0.9245194614958885,0.0770129705733807,0.23081772866309974,ライーリーアース,チカバリエンテ,キチロクタワー,0,0,0,0,0,18.0,3.772752964088589,0.05555555555555555,0.20950288042438334,4.7710518476389,UNSET
2026-0705-02-01-08-02,2026-07-05,函館,2,グレイトソン,カッサンドラ,マーマレードスカイ,0.33317659232745767,0.16290488878882717,0.12235607990773967,0.09185396758026254,0.1702717035386305,0.0405488088810875,0.030502112327477127,2.0452215694972353,1.3314000326887112,1.3320717997382552,0.33317659232745767,0.4960814811162848,0.6184375610240245,2.0681410586934206,0.8322811880558426,0.06639674352788442,0.24250295574120748,グレイトソン,カッサンドラ,マーマレードスカイ,1,1,1,1,1,18.0,3.92264896515824,0.05555555555555555,0.1993742148323129,4.588735866981632,FLAT_VALUE
2026-0705-02-01-08-03,2026-07-05,函館,3,ゴンフィンガー,ジャストグレース,ニシノモリミチ,0.24052549877016643,0.19421631656321273,0.12192918470863205,0.08023785112768086,0.04630918220695371,0.07228713185458067,0.04169133358095119,1.238441254712403,1.592861602636986,1.5195968360943342,0.24052549877016643,0.4347418153333792,0.5566710000420112,2.248405399721734,0.851972927791426,0.04799101897553517,0.16233916065748366,クッカユフラ,ニシノモリミチ,ゴンフィンガー,0,0,0,0,0,23.0,5.864063026106069,0.043478260869565216,0.12705196630366367,3.9221952249842644,UNSET
2026-0705-02-01-08-04,2026-07-05,函館,4,ハルヒメ,ブルーエ,バレンタインビスタ,0.16426159381057578,0.1512422009631305,0.11897957861724658,0.11333506585777323,0.013019392847445271,0.03226262234588394,0.00564451275947335,1.0860830691733923,1.2711610069629826,1.049803762999148,0.16426159381057578,0.31550379477370627,0.43448337339095283,2.418545524569449,0.8723059086151352,0.08524112102567592,0.2603176713358323,バレンタインビスタ,マメーアップル,ルージュフローラ,0,0,0,0,0,71.0,3.714709219273643,0.014084507042253521,0.25511556784154465,19.11320531674967,UNSET
2026-0705-02-01-08-05,2026-07-05,函館,5,ショウナンガレオン,ダノンキューブ,スーパーユタカ,0.2,0.2,0.2,0.2,0.0,0.0,0.0,1.0,1.0,1.0,0.2,0.4,0.6000000000000001,1.6094379124341005,1.0000000000000002,0.0,0.0,ショウナンガレオン,ダノンキューブ,スーパーユタカ,1,1,1,1,1,13.0,7.7832228310701135,0.07692307692307693,0.051558404553730564,1.6702592591984975,CHAOTIC_SKIP
2026-0705-02-01-08-06,2026-07-05,函館,6,ショウナンマルチ,ギオンバヤシ,ルナティックブルー,0.23406851903215234,0.18972826521768604,0.0970037015113656,0.09075134100214205,0.044340253814466296,0.09272456370632044,0.006252360509223551,1.2337039964160965,1.9558868606210478,1.068895516475905,0.23406851903215234,0.42379678424983835,0.520800485761204,2.292532800314861,0.8268564255223846,0.08628672198487025,0.29481085096100634,エイシンインアウト,ギオンバヤシ,ショウナンマルチ,0,0,0,0,0,23.0,3.2498511623729223,0.043478260869565216,0.26422813860438377,7.077247187900827,TWO_HORSE_UNORDERED
2026-0705-02-01-08-07,2026-07-05,函館,7,ムーンブランシュ,キャンドルマス,クイーンレグナント,0.3427151165248789,0.1760277363402473,0.1722390105862302,0.13386322106787407,0.1666873801846316,0.0037887257540170916,0.03837578951835613,1.9469381567370636,1.0219969084885117,1.2866791132935465,0.3427151165248789,0.5187428528651262,0.6909818634513565,1.7936028899083907,0.816303853692937,0.07218833398287837,0.23225085085706665,キャリーグレイス,キャンドルマス,アルヘンティニータ,0,0,0,0,0,26.0,4.134652126167317,0.038461538461538464,0.20339677742221313,6.288316212977541,ONE_HORSE
2026-0705-02-01-08-08,2026-07-05,函館,8,ナクライト,アオハルブルース,ポンピエ,0.2874570629975506,0.1761664651672798,0.1659034267955234,0.15238826998622843,0.11129059783027079,0.010263038371756406,0.013515156809294965,1.6317354311707066,1.0618615213078488,1.0886889575589798,0.2874570629975506,0.4636235281648304,0.6295269549603537,1.858029874201743,0.8935234951114664,0.07611007252710769,0.2434832306296076,アオハルブルース,ポンピエ,ファンタイムギフト,0,0,0,0,0,36.0,3.7539956150833587,0.027777777777777776,0.2386050586810748,9.589782112518693,UNSET
2026-0705-02-01-08-09,2026-07-05,函館,9,マナボニート,サンタアニタ,セイプリーズ,0.1779568165746286,0.1773853141026681,0.07800714625399958,0.0759433699405563,0.0005715024719605,0.09937816784866853,0.0020637763134432885,1.0032218139074902,2.273962356283136,1.0271752006140717,0.1779568165746286,0.3553421306772967,0.43334927693129627,2.5040720633717166,0.9031530869637424,0.049385468579161464,0.1710590375756008,サンタアニタ,マジカルフェアリー,マナボニート,0,0,0,0,0,29.0,5.5434060138140335,0.034482758620689655,0.14591174928799033,5.23144072935172,UNSET
2026-0705-02-01-08-10,2026-07-05,函館,10,ラーシャローム,アルマデオロ,ゴールデンパゴーダ,0.16892231372159913,0.14881042020088225,0.13917014138218026,0.1379426555529677,0.020111893520716878,0.009640278818701997,0.0012274858292125601,1.135151110342726,1.0692697350376936,1.0088985225367162,0.16892231372159913,0.31773273392248136,0.4569028753046616,2.2611540245618738,0.9429744702415972,0.0577562507143354,0.17605015300759924,アルマデオロ,アスクデッドヒート,バースライト,0,0,0,0,0,84.0,4.812033790950096,0.011904761904761904,0.1959075776263282,17.45623652061157,CHAOTIC_SKIP
2026-0705-02-01-08-11,2026-07-05,函館,11,カナルビーグル,プロミストジーン,ラタフォレスト,0.24315597830736996,0.22655188759207912,0.13031002088626273,0.0967162106044488,0.016604090715290842,0.09624186670581639,0.033593810281813935,1.0732904540843533,1.738560749597441,1.3473441532899415,0.24315597830736996,0.4697078658994491,0.6000178867857118,2.1095364476900715,0.8797450295768,0.0827013209948496,0.2453823176720974,ワイドブリザード,レヴォントゥレット,ヒルノハンブルク,0,0,0,0,0,108.0,3.680214612912369,0.009259259259259259,0.2624640246197321,29.346114658931068,UNSET
2026-0705-02-01-08-12,2026-07-05,函館,12,ララバニュルス,グランフィエルテ,ハーモニーソング,0.3706235655251211,0.14525102751415922,0.12972116008172446,0.11253127476218039,0.22537253801096188,0.015529867432434757,0.017189885319544074,2.551607185628978,1.1197173030417777,1.1527565146300223,0.3706235655251211,0.5158745930392803,0.6455957531210048,1.8767277478267268,0.8150525049158649,0.08881619248038687,0.3131721866043907,ララバニュルス,ハーモニーソング,コモンスナイプ,1,0,0,0,0,23.0,3.0781916571025367,0.043478260869565216,0.2813878005703152,7.471919413117249,ONE_HORSE
