race_id,date,racecourse,race_number,pred_rank1_horse,pred_rank2_horse,pred_rank3_horse,p1,p2,p3,p4,gap_1_2,gap_2_3,gap_3_4,ratio_1_2,ratio_2_3,ratio_3_4,top1_share,top2_share,top3_share,prediction_entropy,normalized_entropy,prediction_std,prediction_range,actual_winner,actual_second,actual_third,top1_hit,top2_box_hit,top2_exact_hit,top3_box_hit,top2_order_hit,top1_odds,top1_fair_odds,top1_market_implied_probability,top1_edge,top1_expected_return,recommendation
2026-0712-02-01-10-11,2026-07-12,函館,11,レディネス,ストレイトトーカー,タシット,0.16856342700776433,0.11777496900124539,0.0940348666384522,0.08466971271089792,0.05078845800651895,0.023740102362793183,0.009365153927554284,1.431233040748938,1.2524606373300848,1.1106080749267606,0.16856342700776433,0.28633839600900973,0.38037326264746196,2.4923914541811656,0.9444248998351715,0.0328117798064603,0.12727311364793742,ヴーレヴー,レディーヴァリュー,シルトホルン,0,0,0,0,0,75.0,7.013220957497018,0.013333333333333334,0.12925450270668426,10.694087703001319,CHAOTIC_SKIP
2026-0712-02-01-10-12,2026-07-12,函館,12,ハッピーラッキー,シャルトル,ダブルチャレンジ,0.35908529451914784,0.25262984133308963,0.15408921159693673,0.08069858212048105,0.1064554531860582,0.09854062973615291,0.07339062947645568,1.4213890671993015,1.6395037570437663,1.9094413749040253,0.35908529451914784,0.6117151358522375,0.7658043474491742,1.700600128728796,0.8178157907507223,0.07118527722346446,0.21098961769334695,サンポーニャ,ココソラーレ,ダブルチャレンジ,0,0,0,0,0,18.0,4.468047246277165,0.05555555555555555,0.16825586470935167,4.02860556476833,TWO_HORSE_ORDERED
2026-0712-03-02-06-01,2026-07-12,福島,1,トーアマリシテン,モスクロッサー,ゲレル,0.209767352010583,0.1358087284297529,0.13519102054197196,0.09979451175151834,0.07395862358083011,0.0006177078877809272,0.035396508790453626,1.5445793097097233,1.0045691487889106,1.3546939422739857,0.209767352010583,0.3455760804403359,0.48076710098230785,2.328225019473045,0.8822184320688748,0.058524079539940876,0.2042097934843077,トーアマリシテン,ノブダブルホワイト,モスクロッサー,1,0,0,0,0,33.0,4.62951893232468,0.030303030303030304,0.1857021345139234,7.128170438959472,UNSET
2026-0712-03-02-06-02,2026-07-12,福島,2,クリムゾンリーフ,アーティキュレート,ヒロイックヴァース,0.22068659106641703,0.13033747096428747,0.1090327385600672,0.09884219370166379,0.09034912010212956,0.02130473240422026,0.010190544858403414,1.693193748763817,1.1953975721932664,1.103099136884412,0.22068659106641703,0.35102406203070446,0.4600568005907717,2.432849273170648,0.8983767258747449,0.045650571003398054,0.18092579395421443,ヒロイックヴァース,クリムゾンリーフ,フィーユレアル,0,0,0,0,0,17.0,5.2805747371759075,0.058823529411764705,0.13054979636655917,3.2193465382315054,UNSET
2026-0712-03-02-06-03,2026-07-12,福島,3,ヴァルカンテソーロ,ブライスフェアリー,ミナヅキ,0.3318531844789787,0.08821897259378621,0.07558673370944449,0.07101005240222193,0.24363421188519252,0.012632238884341715,0.004576681307222566,3.761698586165048,1.167122433586032,1.0644511749026586,0.3318531844789787,0.4200721570727649,0.49565889078220937,2.3620302322578017,0.8519223256270343,0.0723715378070227,0.32108829414286333,ヴァルカンテソーロ,ブライスフェアリー,ミナヅキ,1,1,1,1,1,15.0,3.0244254082980175,0.06666666666666667,0.2639746502778123,4.959619754167185,ONE_HORSE
2026-0712-03-02-06-04,2026-07-12,福島,4,ジェントルアイズ,エコロテラ,ウカテンセイ,0.09999999999999998,0.09999999999999998,0.09999999999999998,0.09999999999999998,0.0,0.0,0.0,1.0,1.0,1.0,0.09999999999999998,0.19999999999999996,0.29999999999999993,2.3025850929940455,0.9999999999999998,0.0,0.0,ラヴィサンエール,サンヴァンガード,ワレモコウ,0,0,0,0,0,183.0,10.39734679079567,0.00546448087431694,0.09071390194977598,17.600644056809006,CHAOTIC_SKIP
2026-0712-03-02-06-05,2026-07-12,福島,5,ブルーリボン,イキフン,タクミオジュウ,0.062499999999999986,0.062499999999999986,0.062499999999999986,0.062499999999999986,0.0,0.0,0.0,1.0,1.0,1.0,0.062499999999999986,0.12499999999999997,0.18749999999999994,2.772588722239781,1.0,0.0,0.0,リサナウト,ウィクフォード,エクスマキナ,0,0,0,0,0,1082.0,18.44260964087939,0.0009242144177449168,0.05329804693638726,58.66848678517101,CHAOTIC_SKIP
2026-0712-03-02-06-06,2026-07-12,福島,6,ツクバヴァンガード,ミスタートントン,イイクニパッション,0.20057036855849913,0.18774321921300738,0.14737993918795697,0.1241005912507147,0.012827149345491756,0.04036328002505041,0.023279347937242276,1.068322836900642,1.2738722803622153,1.1875845046556794,0.20057036855849913,0.3883135877715065,0.5356935269594635,2.2994416371626225,0.8293482616870287,0.11305232743346974,0.3428607051140813,ミラビリオン,ミスタートントン,ジェムシリカ,0,0,0,0,0,24.0,2.813176516859697,0.041666666666666664,0.31380338436172867,8.53128122468149,FLAT_VALUE
2026-0712-03-02-06-07,2026-07-12,福島,7,キッショウダラニ,ノーブルクロンヌ,ラルルジェンヌ,0.26811805732639815,0.09980067330145181,0.09404152758530693,0.08678208313370689,0.16831738402494634,0.005759145716144887,0.007259444451600039,2.686535555892866,1.0612404526385502,1.0836514196186702,0.26811805732639815,0.36791873062784997,0.4619602582131569,2.4331441276476244,0.8775712416813327,0.05825988295051339,0.2532463389419013,シャインフォーミー,ラルルジェンヌ,ノーブルクロンヌ,0,0,0,0,0,26.0,3.822617628263789,0.038461538461538464,0.22313930610271218,6.801621958670517,ONE_HORSE
2026-0712-03-02-06-08,2026-07-12,福島,8,デンプシー,ミスターマーボー,アイアンパイク,0.21493465898613842,0.14660184057101708,0.14618666118573354,0.10119934520613498,0.06833281841512134,0.0004151793852835428,0.044987315979598555,1.4661115996154186,1.0028400633950867,1.4445415717657362,0.21493465898613842,0.3615364995571555,0.507723160742889,2.2425142050969677,0.9024541043778396,0.07390503670706845,0.2607878691048861,デンプシー,アイアンパイク,ホウオウショコラ,1,0,0,0,0,29.0,3.662383238622805,0.034482758620689655,0.23856348882119138,7.91834117581455,UNSET
2026-0712-03-02-06-09,2026-07-12,福島,9,ルージュリリック,サルワールカミーズ,ユメシルベ,0.18710966613959878,0.13185924433863952,0.10982847385845859,0.10102978410132799,0.055250421800959265,0.022030770480180928,0.008798689757130607,1.4190106054230502,1.2005925212852642,1.0870900580001828,0.18710966613959878,0.3189689104782383,0.4287973843366969,2.43981474901055,0.9245023674291474,0.04092167043657893,0.15063200901254994,ブルスカメンテ,ジェルブロア,ニシノコマチムスメ,0,0,0,0,0,32.0,6.04935196377049,0.03125,0.13405696279353396,5.289822809393087,UNSET
2026-0712-03-02-06-10,2026-07-12,福島,10,リフレックス,ドバイブルース,サトミノエンジェル,0.22267413607252662,0.2077614591250719,0.10232308316226237,0.09708879037526084,0.014912676947454712,0.10543837596280954,0.005234292787001521,1.0717778793538282,2.030445650231307,1.0539124317727133,0.22267413607252662,0.43043559519759855,0.5327586783598609,2.1786991039031287,0.9085880974945842,0.05116140023500621,0.1688024840131203,ドバイブルース,リフレックス,オンザライン,0,1,0,0,0,30.0,5.550507495695047,0.03333333333333333,0.14683037255763182,5.404911176728954,UNSET
2026-0712-03-02-06-11,2026-07-12,福島,11,カラマティアノス,バトルボーン,ヤマニンブークリエ,0.16815701480836426,0.14310707791521246,0.1110240861446662,0.08853683334309301,0.025049936893151797,0.03208299177054626,0.022487252801573196,1.175043312029565,1.288973256926804,1.2539875434039056,0.16815701480836426,0.3112640927235767,0.4222881788682429,2.555216495189955,0.9215995415020565,0.03978815034221721,0.14747255866787284,アスクナイスショー,マイネルモーント,オニャンコポン,0,0,0,0,0,47.0,6.424319653467223,0.02127659574468085,0.13438191036036595,7.3159497869372,UNSET
2026-0712-03-02-06-12,2026-07-12,福島,12,サンマルノヴェル,ピコテンダー,クリノオリーブ,0.22782697550814185,0.16643591031893984,0.07788794741005656,0.0676347721771849,0.06139106518920201,0.08854796290888328,0.010253175232871656,1.3688570878217254,2.1368634795664208,1.1515962115760676,0.22782697550814185,0.3942628858270817,0.47215083323713825,2.4435071628231624,0.9023123581049659,0.04501623831014794,0.16882519870171675,クリノオリーブ,ピコテンダー,レイワサンサン,0,0,0,0,0,30.0,5.3757408762928645,0.03333333333333333,0.15268753765210089,5.580626129563027,TWO_HORSE_UNORDERED
2026-0712-10-02-06-01,2026-07-12,小倉,1,ホーリーステップ,シャンデリュイーズ,ティグリス,0.19500725058252696,0.14757645507364392,0.1129099660169877,0.09789547172761748,0.047430795508883045,0.034666489056656216,0.015014494289370225,1.3213981219782927,1.3070277166803905,1.1533727150439224,0.19500725058252696,0.3425837056561709,0.45549367167315863,2.456799193064085,0.8671423202979724,0.0415246039391132,0.1472001898877567,ホーリーステップ,コースタルロード,ハクサンテドリガワ,1,0,0,0,0,33.0,6.493133818577317,0.030303030303030304,0.1237058085628697,5.0822916825747,UNSET
2026-0712-10-02-06-02,2026-07-12,小倉,2,タガノプディング,クロカミジョウ,キャッチアシーフ,0.25783026254486957,0.18560340273033415,0.14585038761056823,0.13862585390904428,0.07222685981453542,0.03975301511976592,0.007224533701523955,1.3891462050373875,1.2725602294997633,1.052115341386926,0.25783026254486957,0.4434336652752037,0.5892840528857719,2.1110264602767095,0.7999168629597262,0.08850434598277383,0.2879892869065556,キャッチアシーフ,クロカミジョウ,ナブッコ,0,0,0,0,0,21.0,3.374793337381387,0.047619047619047616,0.24869539300857696,6.222603253180116,FLAT_VALUE
2026-0712-10-02-06-03,2026-07-12,小倉,3,チェファルー,ラルヴァンダード,ブルーザー,0.21366489970444996,0.19470213238357267,0.12493890158552912,0.11903577857574471,0.01896276732087729,0.06976323079804356,0.005903123009784406,1.0973937321010934,1.5583787748468871,1.0495911656177235,0.21366489970444996,0.4083670320880226,0.5333059336735517,2.3180046581147074,0.8559681268727037,0.06499605221898316,0.21155508500646505,ラルヴァンダード,チェファルー,ブルーザー,0,1,0,1,0,25.0,4.56389260652162,0.04,0.17911120313634024,5.4777800784085064,UNSET
2026-0712-10-02-06-04,2026-07-12,小倉,4,ブランチアウト,セルヴァジオ,ラミエルノムスコ,0.1858090793393025,0.15063171638531397,0.1461858944143606,0.14007051332082732,0.03517736295398852,0.004445821970953362,0.006115381093533295,1.2335322453871884,1.0304121132121802,1.0436593037931274,0.1858090793393025,0.3364407957246165,0.4826266901389771,2.1880552736533727,0.8530598342178708,0.08922520294387332,0.24856747889992908,レッドパラジウム,セルヴァジオ,ブランチアウト,0,0,0,0,0,41.0,3.8470967871598005,0.024390243902439025,0.23554602890921303,10.657387185277734,UNSET
2026-0712-10-02-06-05,2026-07-12,小倉,5,サイモンレガシー,シュガーハウス,シュプレヒコール,0.125,0.125,0.125,0.125,0.0,0.0,0.0,1.0,1.0,1.0,0.125,0.25,0.375,2.0794415416798357,1.0,0.0,0.0,エルドボルグ,シックパラソル,サイモンレガシー,0,0,0,0,0,85.0,8.423101872290305,0.011764705882352941,0.10695640365209609,10.091294310428168,CHAOTIC_SKIP
2026-0712-10-02-06-06,2026-07-12,小倉,6,アンドヴェローナ,アトランタ,ジョン,0.11111111111111108,0.11111111111111108,0.11111111111111108,0.11111111111111108,0.0,0.0,0.0,1.0,1.0,1.0,0.11111111111111108,0.22222222222222215,0.33333333333333326,2.1972245773362196,1.0,0.0,0.0,マルモリムソウ,アームズラムレイ,ビバームス,0,0,0,0,0,419.0,9.051993160643173,0.002386634844868735,0.10808627230975254,46.28814809778631,CHAOTIC_SKIP
2026-0712-10-02-06-07,2026-07-12,小倉,7,コルヴァス,エアフォースワン,オオツカ,0.19199678707886755,0.12434687269448849,0.09546122915323772,0.09476770107014836,0.06764991438437906,0.02888564354125077,0.0006935280830893675,1.5440419442681934,1.302590316482124,1.0073181904304718,0.19199678707886755,0.31634365977335605,0.4118048889265938,2.4655697347081285,0.934261528554053,0.03723381534669301,0.143574922886996,オオツカ,ラブインアクション,コルヴァス,0,0,0,0,0,49.0,6.212282126008577,0.02040816326530612,0.1405632768135921,7.8876005638660125,CHAOTIC_SKIP
2026-0712-10-02-06-08,2026-07-12,小倉,8,ペイシャシス,ミッキーマーメイド,メイショウピリカ,0.28261366387742576,0.18123124105175342,0.17764279300004726,0.1701719623800282,0.10138242282567234,0.003588448051706161,0.007470830620019048,1.559409195883181,1.0202003582082004,1.0439016540417814,0.28261366387742576,0.4638449049291792,0.6414876979292264,1.8465508726812292,0.8404015191382368,0.08932990351280432,0.26642134852364846,ミリタリータトゥー,ペイシャシス,コンバットペスカ,0,0,0,0,0,27.0,3.569694820134481,0.037037037037037035,0.24309895508184304,7.563671787209762,FLAT_VALUE
2026-0712-10-02-06-09,2026-07-12,小倉,9,ホウショウルクス,ショウナンバンライ,タガノアニマシオン,0.24149765750272253,0.1503117336894739,0.14157036120832944,0.09525567563791898,0.09118592381324864,0.008741372481144455,0.04631468557041046,1.6066454133356474,1.0617457807307633,1.4862144461234992,0.24149765750272253,0.39180939119219643,0.5333797524005259,2.143370427025452,0.9308539491317702,0.06488415012826436,0.23009522102425825,ショウナンバンライ,サンライズケヴィン,ホウショウルクス,0,0,0,0,0,133.0,3.7812005869633496,0.007518796992481203,0.25694746894637277,35.17401336986758,UNSET
2026-0712-10-02-06-10,2026-07-12,小倉,10,ダノンカゼルタ,ジャスティンガルフ,レイピカケ,0.20183414267313318,0.17082074734885386,0.11675867192085833,0.10248355432350101,0.031013395324279325,0.05406207542799553,0.01427511759735732,1.1815552021965054,1.463024069549541,1.139291788732232,0.20183414267313318,0.37265489002198704,0.48941356194284535,2.236596005025176,0.9327329806255648,0.02345277573586495,0.07423874666089739,ジャスティンガルフ,ダノンカゼルタ,オデット,0,1,0,0,0,64.0,11.161480524141684,0.015625,0.07396884893760766,5.73400633200689,CHAOTIC_SKIP
2026-0712-10-02-06-11,2026-07-12,小倉,11,モックモック,モンブランミノル,ジンセイ,0.21339469469860595,0.1844773835569721,0.12300809199358745,0.09903686961003297,0.028917311141633845,0.061469291563384654,0.02397122238355448,1.156752608824286,1.499717462218576,1.2420434175468533,0.21339469469860595,0.397872078255578,0.5208801702491654,2.198846525602624,0.9169902249469576,0.06245055351782689,0.19754217593695295,レイナデアルシーラ,スナークラファエロ,シュラザック,0,0,0,0,0,20.0,4.420976224119263,0.05,0.17619438542653953,4.523887708530791,UNSET
2026-0712-10-02-06-12,2026-07-12,小倉,12,ベルファスト,ドルチェミスト,ノボリリア,0.18552730293787464,0.12805742330399725,0.12051616458545227,0.10063171647773123,0.057469879633877397,0.0075412587185449825,0.01988444810772104,1.448782102209326,1.062574665767743,1.1975962331132577,0.18552730293787464,0.3135847262418719,0.43410089082732417,2.5267565587402343,0.8918342009228157,0.05203116095605305,0.1933232431558222,ノボリリア,ベルファスト,モルティフレーバー,0,0,0,0,0,74.0,5.011061594831133,0.013513513513513514,0.18604499940348823,14.767329955858129,UNSET
2026-0718-02-01-11-01,2026-07-18,函館,1,イッペイ,ロジクラウン,ガーシュウィン,0.2560849276441909,0.24686928260784696,0.10617788222133748,0.0915401572377022,0.009215645036343922,0.14069140038650949,0.014637724983635275,1.0373300596128965,2.3250537441802184,1.1599049578386185,0.2560849276441909,0.5029542102520379,0.6091320924733754,1.92429151488986,0.9253886085854374,0.09007439306318983,0.23879459572416678,ロジクラウン,イッペイ,アートオブブライト,0,1,0,0,0,32.0,3.2151988353116008,0.03125,0.27977275511464134,9.952728163668523,UNSET
2026-0718-02-01-11-02,2026-07-18,函館,2,マーマレードスカイ,ドリームガッサン,チュラヴェール,0.22853017066646197,0.22543849429967028,0.09115295471683679,0.07624609656402857,0.0030916763667916958,0.13428553958283349,0.01490685815280822,1.01371405702649,2.4731891028654687,1.1955097877081486,0.22853017066646197,0.45396866496613225,0.545121619682969,2.201181188229645,0.8858204747520148,0.05025349986452864,0.1510712778233428,メモリーデイズ,ドリームガッサン,ペイシャクロス,0,0,0,0,0,35.0,5.925437101955848,0.02857142857142857,0.14019249260325126,5.906737241113794,UNSET
2026-0718-02-01-11-03,2026-07-18,函館,3,リバーソニック,ウインガネーシャ,ポップアップ,0.21746332719455924,0.1933001612582481,0.18743419859919974,0.10242237771131475,0.024163165936311154,0.005865962659048346,0.08501182088788499,1.1250033408095779,1.031296117266155,1.8300121788570196,0.21746332719455924,0.4107634884528073,0.598197687052007,2.100208489290271,0.8451860714644753,0.07811475372439242,0.219089813478611,リバーソニック,ウインガネーシャ,ポップアップ,1,1,1,1,1,47.0,4.31956040593824,0.02127659574468085,0.2102284431998533,10.880736830393104,THREE_HORSE
2026-0718-02-01-11-04,2026-07-18,函館,4,ニシノオールワン,ホウオウザロイヤル,スッサンエア,0.20997983473805626,0.1480687513394041,0.14376305934641337,0.11744276823125921,0.06191108339865217,0.004305691992990718,0.02632029111515416,1.418123897436936,1.0299499190721566,1.224111637621878,0.20997983473805626,0.3580485860774604,0.5018116454238737,2.3269324482517852,0.8392634758941163,0.06772885188069791,0.22464082580892816,ホウオウザロイヤル,レッドアイスピア,スッサンエア,0,0,0,0,0,37.0,4.28043489810004,0.02702702702702703,0.20659409414546662,8.643981483382264,FLAT_VALUE
2026-0718-02-01-11-05,2026-07-18,函館,5,モンロワイヤル,イトシサ,メイショウセンドウ,0.20972452972939906,0.12378388859011925,0.11569772655590979,0.10127148575580257,0.08594064113927981,0.008086162034209463,0.014426240800107223,1.694279700840969,1.069890414227819,1.142451161770189,0.20972452972939906,0.33350841831951833,0.4492061448754281,2.3899299230129745,0.9055998504440964,0.06000150645033438,0.22812026889907996,ホウオウライセンス,バンダムソレール,イトシサ,0,0,0,0,0,44.0,4.136256437865745,0.022727272727272728,0.2190372346290427,10.63763832367788,UNSET
2026-0718-02-01-11-06,2026-07-18,函館,6,トリニタリオ,ショウナンマルチ,ジュラトリー,0.2238926518464948,0.21148327397567174,0.13289923041292162,0.088193337188115,0.012409377870823052,0.07858404356275012,0.044705893224806614,1.0586778218321444,1.5913054824966804,1.5069078305705752,0.2238926518464948,0.43537592582216655,0.5682751562350882,2.1709172836982797,0.8736413836244076,0.09487772657830863,0.2983421040151449,ショウナンマルチ,トリニタリオ,コスモクラシック,0,1,0,0,0,20.0,3.212742271271102,0.05,0.2612605729199548,6.225211458399096,UNSET
2026-0718-02-01-11-07,2026-07-18,函館,7,パラダイスフェイス,ストロングボーイ,ウィズマスタング,0.17592650481298214,0.15218220038221902,0.11743956223956539,0.08963680613516885,0.023744304430763113,0.03474263814265363,0.027802756104396545,1.1560255034499909,1.2958341931808466,1.3101712042536529,0.17592650481298214,0.3281087051952012,0.4455482674347666,2.4223608658184355,0.9178886864771465,0.03860133928602264,0.1372590221374851,パラダイスフェイス,ストロングボーイ,タイセイデクスター,1,1,1,0,1,31.0,6.969964797122066,0.03225806451612903,0.11121468306688675,4.447655175073489,UNSET
2026-0718-02-01-11-08,2026-07-18,函館,8,メイショウテンク,アーレムアレス,マテンロウオリジン,0.1668682869495419,0.16570665159215808,0.15513183711581768,0.10456984594961397,0.0011616353573838112,0.0105748144763404,0.05056199116620372,1.0070101914812861,1.0681666295774317,1.4835236267878462,0.1668682869495419,0.33257493854169995,0.48770677565751763,2.25136974464849,0.9060178356561465,0.08345648601975114,0.25204665145158855,マイネルゼウス,ワンダフルデイズ,バルドル,0,0,0,0,0,74.0,3.858314248605171,0.013513513513513514,0.24566703414703864,19.17936052688086,UNSET
2026-0718-02-01-11-09,2026-07-18,函館,9,ドッグウッド,グランセゾン,マイネルシンベリン,0.26076369063012866,0.09871305977828711,0.09822887387760568,0.0818157399736907,0.16205063085184157,0.0004841859006814303,0.01641313390391498,2.641633145764226,1.0049291606588582,1.2006109571238115,0.26076369063012866,0.35947675040841576,0.45770562428602146,2.3571800175010207,0.9189967087045571,0.06462702967034964,0.2663806299621262,ドッグウッド,マイネルシンベリン,グランセゾン,1,0,0,1,0,22.0,3.412195543379791,0.045454545454545456,0.2476118944041435,6.447461676891157,ONE_HORSE
2026-0718-02-01-11-10,2026-07-18,函館,10,マナボニート,アパッシメント,マジカルフェアリー,0.31793258006490954,0.1611387403150657,0.1327136724887244,0.08527741876921921,0.15679383974984384,0.0284250678263413,0.04743625371950519,1.9730362757166495,1.2141834167746082,1.5562580857176138,0.31793258006490954,0.47907132037997524,0.6117849928686996,2.00694242785771,0.8716040219161185,0.07438854352801241,0.2681656591879359,アパッシメント,マナボニート,フードマン,0,1,0,0,0,16.0,3.547386076671877,0.0625,0.2193977067582647,4.510363308132235,UNSET
2026-0718-02-01-11-11,2026-07-18,函館,11,イガッチ,ウェイワードアクト,ヒルノハンブルク,0.15897562934653192,0.15556049785161075,0.1376746621264932,0.09036111478730625,0.0034151314949211753,0.017885835725117538,0.047313547339186954,1.0219537192416217,1.1299137796952379,1.5236051751968145,0.15897562934653192,0.31453612719814267,0.4522107893246359,2.3929354612969056,0.9329367281017709,0.048694706459965945,0.1389121676726051,ウェイワードアクト,レヴォントゥレット,ヒルノハンブルク,0,0,0,0,0,84.0,5.921422014734932,0.011904761904761904,0.15697359155688784,14.185781690778578,CHAOTIC_SKIP
2026-0718-02-01-11-12,2026-07-18,函館,12,ハーモニーソング,ランプローグ,ルージュベルベット,0.17339815691102664,0.15357301936240986,0.11964616476839889,0.11386087079311868,0.019825137548616784,0.03392685459401097,0.005785293975280201,1.1290925816977808,1.2835599006427307,1.0508102031451338,0.17339815691102664,0.3269711762734365,0.4466173410418354,2.296047662289076,0.9239975523768522,0.0628632543372406,0.19010361124457262,ラミアメンテ,ルージュベルベット,ハーモニーソング,0,0,0,0,0,61.0,4.5820657226686015,0.01639344262295082,0.20184873471046347,13.31277281733827,UNSET
2026-0718-03-02-07-01,2026-07-18,福島,1,シュネーバレン,エーアイクワイ,サリードゥ,0.26907358247595015,0.19699189231080588,0.17631242214109857,0.15427065500825662,0.07208169016514426,0.02067947016970731,0.02204176713284195,1.3659119637848682,1.1172887872481159,1.1428772512287724,0.26907358247595015,0.46606547478675603,0.6423778969278546,1.9945619353216613,0.8026707705465825,0.08249956777184875,0.24825889273233048,ショウナンハーヴェ,エーアイクワイ,シュネーバレン,0,0,0,0,0,55.0,3.8758431800073083,0.01818181818181818,0.23982655665601887,14.190460616081038,FLAT_VALUE
2026-0718-03-02-07-02,2026-07-18,福島,2,ビップヴィーナス,サノノキセキ,ウィナーズチェック,0.3108690665138707,0.23123932654540624,0.11963058006946378,0.09493858182719733,0.07962973996846445,0.11160874647594246,0.02469199824226645,1.3443607156191415,1.932944957812096,1.2600839170655576,0.3108690665138707,0.5421083930592769,0.6617389731287407,1.8644818131895595,0.848562241848734,0.09539596111871188,0.30456748596459654,ビップヴィーナス,ウィナーズチェック,サノノキセキ,1,0,0,1,0,20.0,3.154985155276326,0.05,0.2669587021123135,6.3391740422462695,TWO_HORSE_ORDERED
2026-0718-03-02-07-03,2026-07-18,福島,3,ハングローズ,ニンジャトットリ,ゲンテン,0.30018666300600577,0.2648719493846968,0.08683655916420395,0.0826833048678989,0.035314713621308946,0.17803539022049286,0.004153254296305045,1.1333274954307007,3.050235430031677,1.0502308694958504,0.30018666300600577,0.5650586123907027,0.6518951715549066,2.1142451205794672,0.7625527376709215,0.06570896663856941,0.22158840111561404,ゲンテン,ニンジャトットリ,ハングローズ,0,0,0,1,0,31.0,4.3791589581466015,0.03225806451612903,0.19609628606977242,7.078984868162945,FLAT_VALUE
2026-0718-03-02-07-04,2026-07-18,福島,4,リーデレクオーレ,ウインドオブヘヴン,ハイティー,0.15556325416940361,0.1407071936414438,0.1285881205816518,0.11862072054907048,0.014856060527959819,0.012119073059791985,0.009967400032581328,1.105581386022215,1.0942472213216348,1.084027478390321,0.15556325416940361,0.29627044781084744,0.42485856839249925,2.39264654749136,0.8629648271664712,0.07453346546308696,0.21375280964244342,リーデレクオーレ,オンナキュヌヴィ,エンジェルサン,1,0,0,0,0,39.0,4.534705692180877,0.02564102564102564,0.19488045202053123,8.600337628800718,UNSET
2026-0718-03-02-07-05,2026-07-18,福島,5,サウンズオーサム,シルクドマルス,フェリシタル,0.06666666666666664,0.06666666666666664,0.06666666666666664,0.06666666666666664,0.0,0.0,0.0,1.0,1.0,1.0,0.06666666666666664,0.13333333333333328,0.1999999999999999,2.7080502011022096,0.9999999999999999,0.0,0.0,シルクドマルス,ドナリー,サウンズオーサム,0,0,0,0,0,54.0,17.035584938066233,0.018518518518518517,0.04018213682355237,3.169835388471828,CHAOTIC_SKIP
2026-0718-03-02-07-06,2026-07-18,福島,6,テンオンスゴールド,アデルフィー,カシマライフウ,0.20440570731013102,0.18409629427070992,0.15080738148844622,0.12510097445527946,0.020309413039421104,0.0332889127822637,0.02570640703316676,1.1103195103403685,1.2207379536313616,1.2054852661627842,0.20440570731013102,0.3885020015808409,0.5393093830692871,2.27710738086399,0.8408660149421082,0.08491326985479307,0.25914485024389633,スクイーズアウト,アラビアンドリーム,サンタピア,0,0,0,0,0,30.0,3.715586567795451,0.03333333333333333,0.23580317627390335,8.0740952882171,FLAT_VALUE
2026-0718-03-02-07-07,2026-07-18,福島,7,ベアダイヤモンド,ベルトラッキ,アッシズオブローズ,0.20422759517973277,0.133687393354363,0.10854658830813779,0.08292417653764199,0.07054020182536977,0.025140805046225206,0.025622411770495804,1.5276503644467807,1.2316130376650483,1.3089860260338546,0.20422759517973277,0.33791498853409574,0.44646157684223353,2.4806721989639,0.8947133698790846,0.06741893071416169,0.2699210167856743,アッシズオブローズ,マイネルリーヒム,ブライトエアリー,0,0,0,0,0,33.0,3.6156990808648684,0.030303030303030304,0.24626865822388158,9.126865721388093,UNSET
2026-0718-03-02-07-08,2026-07-18,福島,8,サムハラ,ブルズアイプリンス,ルシェロアズーリ,0.17469726601977587,0.1554024044180067,0.10907165189871657,0.09277399872400027,0.01929486160176916,0.04633075251929014,0.016297653174716292,1.1241606375012654,1.4247735475970664,1.175670483097331,0.17469726601977587,0.33009967043778254,0.43917132233649914,2.4340693147421613,0.8988272498609755,0.04543820523209111,0.1484795066264233,コックオーヴァン,ブライティアブーケ,ココボロ,0,0,0,0,0,62.0,6.2501670549000465,0.016129032258064516,0.1438666912507997,9.919734857549582,UNSET
2026-0718-03-02-07-09,2026-07-18,福島,9,オブラプリーマ,ノリマル,ドリームプレミア,0.15763988025817818,0.14976637764454773,0.13945836073478388,0.09947318947884294,0.007873502613630456,0.01030801690976385,0.039985171255940935,1.0525718972272753,1.0739146570736422,1.4019693292778697,0.15763988025817818,0.3074062579027259,0.4468646186375098,2.3317277017137403,0.9383562565268484,0.030881599344522125,0.09716363826555137,リュクスパトロール,ノリマル,ドリームプレミア,0,0,0,0,0,47.0,9.226681314552259,0.02127659574468085,0.08710473508364273,5.093922548931209,CHAOTIC_SKIP
2026-0718-03-02-07-10,2026-07-18,福島,10,ピコシー,グロスビーク,レッドベルダンス,0.11808536722911397,0.0999369552581928,0.0993643720249141,0.09490908720092459,0.01814841197092118,0.0005725832332786895,0.004455284823989519,1.1815986080828031,1.0057624601414994,1.0469426580255439,0.11808536722911397,0.21802232248730677,0.3173866945122209,2.590855519467305,0.9567235933856746,0.021123386817207795,0.06927908868243716,モリノアミーゴ,オーケーマヒナ,レッドベルダンス,0,0,0,0,0,89.0,12.258579856731249,0.011235955056179775,0.0703395628004743,7.260221089242213,CHAOTIC_SKIP
2026-0718-03-02-07-11,2026-07-18,福島,11,フォルラニーニ,コスモアンソロジー,ヴォンフレ,0.20048250624822245,0.14766872686274532,0.11109982686947507,0.09549528007817457,0.05281377938547713,0.036568899993270246,0.015604546791300508,1.3576504010532056,1.3291535281709572,1.1634064718018133,0.20048250624822245,0.34815123311096774,0.4592510599804428,2.5189375387824775,0.9085146738776329,0.035785749836144895,0.13103381568470313,ミラビリスマジック,ホウオウスーペリア,ワイドアラジン,0,0,0,0,0,40.0,6.891150695390584,0.025,0.1201136456308943,5.804545825235772,UNSET
