popularity,races,wins,win_rate,win_ROI,place_hit_rate,place_ROI,sample_warning
1番人気,7,3,0.42857142857142855,87.14285714285714,1,118.57142857142857,LOW SAMPLE
2～3番人気,3,0,0,0.0,0,0.0,LOW SAMPLE
