bin,predictions,mean_predicted_probability,actual_win_rate
0～5%,42,0.02715044069387091,0.023809523809523808
5～10%,27,0.07436787338189078,0.037037037037037035
10～20%,26,0.12733726899648593,0.15384615384615385
20～30%,11,0.2590142113895583,0.2727272727272727
30～40%,3,0.32782542856108404,0.3333333333333333
40%以上,1,0.4223200445209411,0
