bin,predictions,mean_predicted_probability,actual_win_rate
0～5%,42,0.02679560546775655,0.023809523809523808
5～10%,30,0.07488411405471479,0.03333333333333333
10～20%,21,0.13407262369152642,0.14285714285714285
20～30%,12,0.25131518702630323,0.4166666666666667
30～40%,4,0.31751478268640804,0
40%以上,1,0.43217267943889626,0
