condition,race_count,favorite_actual_win_rate,ranker_win_probability,mean_actual_rank
rank_2,353,0.32577903682719545,0.18310072873342043,3.685552407932011
rank_3_plus,357,0.2773109243697479,0.1108271674171491,4.1344537815126055
