month,races,top1_win_rate,win_ROI,place_ROI
2026-07,288,0.2569444444444444,72.46527777777779,73.68055555555556
2026-08,144,0.2777777777777778,78.40277777777777,78.125
TOTAL,432,0.2638888888888889,74.44444444444444,75.16203703703704
