bin,predictions,mean_predicted_probability,actual_win_rate
0～5%,2446,0.02611221472300617,0.02330335241210139
5～10%,1691,0.07243730227047032,0.06918982850384388
10～20%,1045,0.1404688922122098,0.1444976076555024
20～30%,336,0.241965052103929,0.23809523809523808
30～40%,59,0.33246036192228656,0.4406779661016949
40%以上,4,0.4232212652034347,0.25
