margin_bin,races,wins,win_rate,win_ROI,place_hit_rate,place_ROI,sample_warning
0,224,59,0.26339285714285715,68.61607142857142,0.5401785714285714,72.45535714285715,
0.81+,208,55,0.2644230769230769,80.72115384615385,0.5625,78.07692307692308,
