popularity,races,wins,win_rate,win_ROI,place_hit_rate,place_ROI,sample_warning
1番人気,235,88,0.37446808510638296,84.46808510638299,0.7021276595744681,87.74468085106383,
2～3番人気,133,22,0.16541353383458646,66.76691729323309,0.46616541353383456,72.55639097744361,
4～6番人気,45,4,0.08888888888888889,76.22222222222223,0.24444444444444444,48.888888888888886,
7番人気以下,19,0,0,0.0,0,0.0,LOW SAMPLE
