distance,races,wins,win_rate,win_ROI,place_hit_rate,place_ROI,sample_warning
1700～2000m,24,6,0.25,60.83333333333333,0.625,71.25,LOW SAMPLE
2500m～,5,0,0,0.0,0.4,64.0,LOW SAMPLE
～1200m,21,6,0.2857142857142857,86.66666666666667,0.5238095238095238,73.33333333333333,LOW SAMPLE
