racecourse,races,wins,win_rate,win_ROI,place_hit_rate,place_ROI,sample_warning
函館,24,7,0.2916666666666667,85.41666666666666,0.5833333333333334,68.33333333333333,LOW SAMPLE
小倉,12,2,0.16666666666666666,32.5,0.5833333333333334,79.16666666666666,LOW SAMPLE
福島,14,3,0.21428571428571427,60.0,0.5,70.0,LOW SAMPLE
