margin_bin,races,wins,win_rate,win_ROI,place_hit_rate,place_ROI,sample_warning
0,20,7,0.35,108.0,0.65,90.0,LOW SAMPLE
0.81+,30,5,0.16666666666666666,37.333333333333336,0.5,59.0,
