horse_id,target_race_id,source_race_id,source_date,race_first_prize,normalized_source_class,baseline_used,filter_a_used,filter_b_used,reason
2022102135,2026-0704-02-01-07-09,2025-0315-06-02-05-07,2025-03-15,00080000,1勝以上,1,1,0,explicit/experimental prize tier
2022104164,2026-0704-02-01-07-08,2025-0315-07-02-01-05,2025-03-15,00056000,初期/未勝利相当,1,0,0,explicit/experimental prize tier
2022102828,2026-0704-02-01-07-10,2025-0316-07-02-02-03,2025-03-16,00056000,初期/未勝利相当,1,0,0,explicit/experimental prize tier
2021103809,2026-0704-02-01-07-10,2025-0322-06-02-07-07,2025-03-22,00080000,1勝以上,1,1,0,explicit/experimental prize tier
2021105715,2026-0704-02-01-07-07,2025-0322-07-02-03-07,2025-03-22,00080000,1勝以上,1,1,0,explicit/experimental prize tier
2020105796,2026-0704-02-01-07-08,2025-0323-06-02-08-07,2025-03-23,00080000,1勝以上,1,1,0,explicit/experimental prize tier
2022105817,2026-0704-02-01-07-09,2025-0323-09-01-08-01,2025-03-23,00056000,初期/未勝利相当,1,0,0,explicit/experimental prize tier
2022104903,2026-0704-02-01-07-10,2025-0323-09-01-08-06,2025-03-23,00080000,1勝以上,1,1,0,explicit/experimental prize tier
2022102135,2026-0704-02-01-07-09,2025-0329-06-03-01-06,2025-03-29,00080000,1勝以上,1,1,0,explicit/experimental prize tier
2022103778,2026-0704-02-01-07-10,2025-0330-06-03-02-03,2025-03-30,00056000,初期/未勝利相当,1,0,0,explicit/experimental prize tier
2021103809,2026-0704-02-01-07-10,2025-0330-06-03-02-07,2025-03-30,00080000,1勝以上,1,1,0,explicit/experimental prize tier
2022102828,2026-0704-02-01-07-10,2025-0330-09-02-02-03,2025-03-30,00056000,初期/未勝利相当,1,0,0,explicit/experimental prize tier
2022102905,2026-0704-02-01-07-10,2025-0412-09-02-05-02,2025-04-12,00056000,初期/未勝利相当,1,0,0,explicit/experimental prize tier
2022106231,2026-0704-02-01-07-09,2025-0419-03-01-03-05,2025-04-19,00056000,初期/未勝利相当,1,0,0,explicit/experimental prize tier
2022103778,2026-0704-02-01-07-10,2025-0420-06-03-08-03,2025-04-20,00056000,初期/未勝利相当,1,0,0,explicit/experimental prize tier
2022102828,2026-0704-02-01-07-10,2025-0420-09-02-08-03,2025-04-20,00056000,初期/未勝利相当,1,0,0,explicit/experimental prize tier
2022102135,2026-0704-02-01-07-09,2025-0420-09-02-08-07,2025-04-20,00080000,1勝以上,1,1,0,explicit/experimental prize tier
2021103809,2026-0704-02-01-07-10,2025-0426-03-01-05-12,2025-04-26,00080000,1勝以上,1,1,0,explicit/experimental prize tier
2022105817,2026-0704-02-01-07-09,2025-0426-05-02-01-04,2025-04-26,00056000,初期/未勝利相当,1,0,0,explicit/experimental prize tier
2022107254,2026-0704-02-01-07-10,2025-0426-05-02-01-06,2025-04-26,00080000,1勝以上,1,1,0,explicit/experimental prize tier
2022104164,2026-0704-02-01-07-08,2025-0427-08-02-02-05,2025-04-27,00056000,初期/未勝利相当,1,0,0,explicit/experimental prize tier
2021105715,2026-0704-02-01-07-07,2025-0503-04-01-01-08,2025-05-03,00080000,1勝以上,1,1,0,explicit/experimental prize tier
2022102308,2026-0704-02-01-07-10,2025-0503-08-02-03-01,2025-05-03,00056000,初期/未勝利相当,1,0,0,explicit/experimental prize tier
2022102905,2026-0704-02-01-07-10,2025-0503-08-02-03-02,2025-05-03,00056000,初期/未勝利相当,1,0,0,explicit/experimental prize tier
2022104973,2026-0704-02-01-07-08,2025-0504-05-02-04-11,2025-05-04,00200000,L,1,1,1,explicit/experimental prize tier
2022102828,2026-0704-02-01-07-10,2025-0510-04-01-03-02,2025-05-10,00056000,初期/未勝利相当,1,0,0,explicit/experimental prize tier
2019106416,2026-0704-02-01-07-09,2025-0510-04-01-03-07,2025-05-10,00080000,1勝以上,1,1,0,explicit/experimental prize tier
2021102200,2026-0704-02-01-07-10,2025-0511-04-01-04-07,2025-05-11,00080000,1勝以上,1,1,0,explicit/experimental prize tier
2022105817,2026-0704-02-01-07-09,2025-0511-05-02-06-04,2025-05-11,00056000,初期/未勝利相当,1,0,0,explicit/experimental prize tier
2022106231,2026-0704-02-01-07-09,2025-0511-08-02-06-04,2025-05-11,00056000,初期/未勝利相当,1,0,0,explicit/experimental prize tier
2022106645,2026-0704-02-01-07-09,2025-0518-05-02-08-02,2025-05-18,00056000,初期/未勝利相当,1,0,0,explicit/experimental prize tier
2022105162,2026-0704-02-01-07-07,2025-0518-05-02-08-06,2025-05-18,00080000,1勝以上,1,1,0,explicit/experimental prize tier
2022104164,2026-0704-02-01-07-08,2025-0518-08-02-08-04,2025-05-18,00056000,初期/未勝利相当,1,0,0,explicit/experimental prize tier
2022104601,2026-0704-02-01-07-10,2025-0518-08-02-08-05,2025-05-18,00080000,1勝以上,1,1,0,explicit/experimental prize tier
2019106416,2026-0704-02-01-07-09,2025-0524-04-01-07-10,2025-05-24,00111000,2勝以上,1,1,1,explicit/experimental prize tier
2022102905,2026-0704-02-01-07-10,2025-0525-08-02-10-01,2025-05-25,00056000,初期/未勝利相当,1,0,0,explicit/experimental prize tier
2022104903,2026-0704-02-01-07-10,2025-0525-08-02-10-07,2025-05-25,00080000,1勝以上,1,1,0,explicit/experimental prize tier
2021105715,2026-0704-02-01-07-07,2025-0525-08-02-10-09,2025-05-25,00080000,1勝以上,1,1,0,explicit/experimental prize tier
2021102200,2026-0704-02-01-07-10,2025-0531-05-02-11-08,2025-05-31,00080000,1勝以上,1,1,0,explicit/experimental prize tier
2020100060,2026-0704-02-01-07-10,2025-0531-05-02-11-12,2025-05-31,00114000,2勝以上,1,1,1,explicit/experimental prize tier
2022102308,2026-0704-02-01-07-10,2025-0531-08-02-11-01,2025-05-31,00056000,初期/未勝利相当,1,0,0,explicit/experimental prize tier
2022105443,2026-0704-02-01-07-10,2025-0531-08-02-11-02,2025-05-31,00056000,初期/未勝利相当,1,0,0,explicit/experimental prize tier
2022105817,2026-0704-02-01-07-09,2025-0531-08-02-11-05,2025-05-31,00056000,初期/未勝利相当,1,0,0,explicit/experimental prize tier
2021105931,2026-0704-02-01-07-10,2025-0601-08-02-12-09,2025-06-01,00155000,2勝以上,1,1,1,explicit/experimental prize tier
2022104973,2026-0704-02-01-07-08,2025-0601-08-02-12-11,2025-06-01,00200000,L,1,1,1,explicit/experimental prize tier
2022104164,2026-0704-02-01-07-08,2025-0607-09-03-01-06,2025-06-07,00056000,初期/未勝利相当,1,0,0,explicit/experimental prize tier
2022106645,2026-0704-02-01-07-09,2025-0608-05-03-02-01,2025-06-08,00056000,初期/未勝利相当,1,0,0,explicit/experimental prize tier
2023107005,2026-0704-02-01-07-08,2025-0608-05-03-02-05,2025-06-08,00075000,1勝以上,1,1,0,explicit/experimental prize tier
2022105392,2026-0704-02-01-07-09,2025-0608-09-03-02-06,2025-06-08,00056000,初期/未勝利相当,1,0,0,explicit/experimental prize tier
2022106231,2026-0704-02-01-07-09,2025-0614-02-01-01-04,2025-06-14,00056000,初期/未勝利相当,1,0,0,explicit/experimental prize tier
2022105162,2026-0704-02-01-07-07,2025-0614-05-03-03-12,2025-06-14,00080000,1勝以上,1,1,0,explicit/experimental prize tier
2022107254,2026-0704-02-01-07-10,2025-0614-05-03-03-12,2025-06-14,00080000,1勝以上,1,1,0,explicit/experimental prize tier
2022103778,2026-0704-02-01-07-10,2025-0615-02-01-02-02,2025-06-15,00056000,初期/未勝利相当,1,0,0,explicit/experimental prize tier
2020100621,2026-0704-02-01-07-09,2025-0615-02-01-02-09,2025-06-15,00111000,2勝以上,1,1,1,explicit/experimental prize tier
2022102135,2026-0704-02-01-07-09,2025-0615-02-01-02-09,2025-06-15,00111000,2勝以上,1,1,1,explicit/experimental prize tier
2023103372,2026-0704-02-01-07-02,2025-0615-05-03-04-05,2025-06-15,00075000,1勝以上,1,1,0,explicit/experimental prize tier
2022104601,2026-0704-02-01-07-10,2025-0615-05-03-04-06,2025-06-15,00080000,1勝以上,1,1,0,explicit/experimental prize tier
2022102828,2026-0704-02-01-07-10,2025-0621-02-01-03-03,2025-06-21,00056000,初期/未勝利相当,1,0,0,explicit/experimental prize tier
2020105796,2026-0704-02-01-07-08,2025-0621-02-01-03-10,2025-06-21,00111000,2勝以上,1,1,1,explicit/experimental prize tier
2021102312,2026-0704-02-01-07-07,2025-0622-02-01-04-08,2025-06-22,00080000,1勝以上,1,1,0,explicit/experimental prize tier
2023103771,2026-0704-02-01-07-03,2025-0622-05-03-06-05,2025-06-22,00075000,1勝以上,1,1,0,explicit/experimental prize tier
2023109031,2026-0704-02-01-07-07,2025-0628-02-01-05-05,2025-06-28,00075000,1勝以上,1,1,0,explicit/experimental prize tier
2022102135,2026-0704-02-01-07-09,2025-0628-02-01-05-07,2025-06-28,00080000,1勝以上,1,1,0,explicit/experimental prize tier
2021102200,2026-0704-02-01-07-10,2025-0628-02-01-05-12,2025-06-28,00080000,1勝以上,1,1,0,explicit/experimental prize tier
2022103778,2026-0704-02-01-07-10,2025-0629-02-01-06-08,2025-06-29,00080000,1勝以上,1,1,0,explicit/experimental prize tier
2020100621,2026-0704-02-01-07-09,2025-0629-02-01-06-09,2025-06-29,00111000,2勝以上,1,1,1,explicit/experimental prize tier
2022104973,2026-0704-02-01-07-08,2025-0629-03-02-02-11,2025-06-29,00410000,G3,1,1,1,explicit/experimental prize tier
2022102828,2026-0704-02-01-07-10,2025-0705-02-01-07-06,2025-07-05,00056000,初期/未勝利相当,1,0,0,explicit/experimental prize tier
2020105796,2026-0704-02-01-07-08,2025-0705-02-01-07-07,2025-07-05,00080000,1勝以上,1,1,0,explicit/experimental prize tier
2022106231,2026-0704-02-01-07-09,2025-0705-02-01-07-09,2025-07-05,00111000,2勝以上,1,1,1,explicit/experimental prize tier
2023101046,2026-0704-02-01-07-06,2025-0705-03-02-03-04,2025-07-05,00075000,1勝以上,1,1,0,explicit/experimental prize tier
2023101910,2026-0704-02-01-07-06,2025-0705-03-02-03-04,2025-07-05,00075000,1勝以上,1,1,0,explicit/experimental prize tier
2021105931,2026-0704-02-01-07-10,2025-0705-10-02-03-10,2025-07-05,00155000,2勝以上,1,1,1,explicit/experimental prize tier
2021102200,2026-0704-02-01-07-10,2025-0706-02-01-08-08,2025-07-06,00080000,1勝以上,1,1,0,explicit/experimental prize tier
2022104164,2026-0704-02-01-07-08,2025-0706-10-02-04-04,2025-07-06,00056000,初期/未勝利相当,1,0,0,explicit/experimental prize tier
2020100621,2026-0704-02-01-07-09,2025-0712-02-01-09-09,2025-07-12,00111000,2勝以上,1,1,1,explicit/experimental prize tier
2023106148,2026-0704-02-01-07-02,2025-0712-10-02-05-05,2025-07-12,00075000,1勝以上,1,1,0,explicit/experimental prize tier
2023103065,2026-0704-02-01-07-06,2025-0713-02-01-10-05,2025-07-13,00075000,1勝以上,1,1,0,explicit/experimental prize tier
2023106912,2026-0704-02-01-07-07,2025-0713-10-02-06-06,2025-07-13,00075000,1勝以上,1,1,0,explicit/experimental prize tier
2022107254,2026-0704-02-01-07-10,2025-0719-02-01-11-07,2025-07-19,00080000,1勝以上,1,1,0,explicit/experimental prize tier
2022102828,2026-0704-02-01-07-10,2025-0719-02-01-11-08,2025-07-19,00080000,1勝以上,1,1,0,explicit/experimental prize tier
2022103778,2026-0704-02-01-07-10,2025-0719-02-01-11-08,2025-07-19,00080000,1勝以上,1,1,0,explicit/experimental prize tier
2022102135,2026-0704-02-01-07-09,2025-0719-02-01-11-09,2025-07-19,00111000,2勝以上,1,1,1,explicit/experimental prize tier
2019106416,2026-0704-02-01-07-09,2025-0719-03-02-07-06,2025-07-19,00080000,1勝以上,1,1,0,explicit/experimental prize tier
2023100610,2026-0704-02-01-07-04,2025-0719-10-02-07-05,2025-07-19,00075000,1勝以上,1,1,0,explicit/experimental prize tier
2020105796,2026-0704-02-01-07-08,2025-0720-02-01-12-08,2025-07-20,00080000,1勝以上,1,1,0,explicit/experimental prize tier
2023101046,2026-0704-02-01-07-06,2025-0720-03-02-08-04,2025-07-20,00056000,初期/未勝利相当,1,0,0,explicit/experimental prize tier
2023109031,2026-0704-02-01-07-07,2025-0726-01-01-01-01,2025-07-26,00056000,初期/未勝利相当,1,0,0,explicit/experimental prize tier
2022102905,2026-0704-02-01-07-10,2025-0726-01-01-01-03,2025-07-26,00056000,初期/未勝利相当,1,0,0,explicit/experimental prize tier
2023105555,2026-0704-02-01-07-03,2025-0726-01-01-01-05,2025-07-26,00075000,1勝以上,1,1,0,explicit/experimental prize tier
2020100621,2026-0704-02-01-07-09,2025-0726-01-01-01-08,2025-07-26,00080000,1勝以上,1,1,0,explicit/experimental prize tier
2023106285,2026-0704-02-01-07-02,2025-0726-04-02-01-02,2025-07-26,00075000,1勝以上,1,1,0,explicit/experimental prize tier
2022105392,2026-0704-02-01-07-09,2025-0727-01-01-02-01,2025-07-27,00056000,初期/未勝利相当,1,0,0,explicit/experimental prize tier
2022104164,2026-0704-02-01-07-08,2025-0727-01-01-02-04,2025-07-27,00056000,初期/未勝利相当,1,0,0,explicit/experimental prize tier
2022106645,2026-0704-02-01-07-09,2025-0802-01-01-03-04,2025-08-02,00056000,初期/未勝利相当,1,0,0,explicit/experimental prize tier
2023104933,2026-0704-02-01-07-04,2025-0802-01-01-03-05,2025-08-02,00075000,1勝以上,1,1,0,explicit/experimental prize tier
2023103065,2026-0704-02-01-07-06,2025-0803-01-01-04-01,2025-08-03,00056000,初期/未勝利相当,1,0,0,explicit/experimental prize tier
2020105796,2026-0704-02-01-07-08,2025-0803-01-01-04-12,2025-08-03,00111000,2勝以上,1,1,1,explicit/experimental prize tier
2023103351,2026-0704-02-01-07-09,2025-0809-01-01-05-05,2025-08-09,00075000,1勝以上,1,1,0,explicit/experimental prize tier
2022107254,2026-0704-02-01-07-10,2025-0809-01-01-05-08,2025-08-09,00080000,1勝以上,1,1,0,explicit/experimental prize tier
2022102308,2026-0704-02-01-07-10,2025-0809-07-03-05-02,2025-08-09,00056000,初期/未勝利相当,1,0,0,explicit/experimental prize tier
2023100610,2026-0704-02-01-07-04,2025-0809-07-03-05-03,2025-08-09,00056000,初期/未勝利相当,1,0,0,explicit/experimental prize tier
2023103333,2026-0704-02-01-07-02,2025-0809-07-03-05-04,2025-08-09,00075000,1勝以上,1,1,0,explicit/experimental prize tier
2022105443,2026-0704-02-01-07-10,2025-0809-07-03-05-10,2025-08-09,00080000,1勝以上,1,1,0,explicit/experimental prize tier
2022104164,2026-0704-02-01-07-08,2025-0810-01-01-06-03,2025-08-10,00056000,初期/未勝利相当,1,0,0,explicit/experimental prize tier
2022105817,2026-0704-02-01-07-09,2025-0810-01-01-06-03,2025-08-10,00056000,初期/未勝利相当,1,0,0,explicit/experimental prize tier
2021102312,2026-0704-02-01-07-07,2025-0810-01-01-06-07,2025-08-10,00080000,1勝以上,1,1,0,explicit/experimental prize tier
2022102828,2026-0704-02-01-07-10,2025-0810-01-01-06-08,2025-08-10,00080000,1勝以上,1,1,0,explicit/experimental prize tier
2020100621,2026-0704-02-01-07-09,2025-0810-01-01-06-09,2025-08-10,00080000,1勝以上,1,1,0,explicit/experimental prize tier
2022103778,2026-0704-02-01-07-10,2025-0810-01-01-06-12,2025-08-10,00155000,2勝以上,1,1,1,explicit/experimental prize tier
2023101046,2026-0704-02-01-07-06,2025-0810-04-02-06-01,2025-08-10,00056000,初期/未勝利相当,1,0,0,explicit/experimental prize tier
2020105796,2026-0704-02-01-07-08,2025-0816-01-01-07-07,2025-08-16,00080000,1勝以上,1,1,0,explicit/experimental prize tier
2023106495,2026-0704-02-01-07-08,2025-0816-01-01-07-09,2025-08-16,00160000,2勝以上,1,1,1,explicit/experimental prize tier
2023105035,2026-0704-02-01-07-07,2025-0816-07-03-07-02,2025-08-16,00075000,1勝以上,1,1,0,explicit/experimental prize tier
2023109031,2026-0704-02-01-07-07,2025-0817-01-01-08-01,2025-08-17,00056000,初期/未勝利相当,1,0,0,explicit/experimental prize tier
2022102905,2026-0704-02-01-07-10,2025-0817-01-01-08-08,2025-08-17,00080000,1勝以上,1,1,0,explicit/experimental prize tier
2023106148,2026-0704-02-01-07-02,2025-0817-04-02-08-03,2025-08-17,00056000,初期/未勝利相当,1,0,0,explicit/experimental prize tier
2022106645,2026-0704-02-01-07-09,2025-0823-01-02-01-03,2025-08-23,00056000,初期/未勝利相当,1,0,0,explicit/experimental prize tier
2023105797,2026-0704-02-01-07-04,2025-0823-04-03-01-05,2025-08-23,00075000,1勝以上,1,1,0,explicit/experimental prize tier
2023103333,2026-0704-02-01-07-02,2025-0823-07-04-01-03,2025-08-23,00056000,初期/未勝利相当,1,0,0,explicit/experimental prize tier
2023105035,2026-0704-02-01-07-07,2025-0823-07-04-01-03,2025-08-23,00056000,初期/未勝利相当,1,0,0,explicit/experimental prize tier
2023103351,2026-0704-02-01-07-09,2025-0824-01-02-02-01,2025-08-24,00056000,初期/未勝利相当,1,0,0,explicit/experimental prize tier
2023104933,2026-0704-02-01-07-04,2025-0824-01-02-02-01,2025-08-24,00056000,初期/未勝利相当,1,0,0,explicit/experimental prize tier
2022107254,2026-0704-02-01-07-10,2025-0824-01-02-02-08,2025-08-24,00080000,1勝以上,1,1,0,explicit/experimental prize tier
2020100621,2026-0704-02-01-07-09,2025-0824-01-02-02-09,2025-08-24,00111000,2勝以上,1,1,1,explicit/experimental prize tier
2023101675,2026-0704-02-01-07-04,2025-0824-04-03-02-06,2025-08-24,00075000,1勝以上,1,1,0,explicit/experimental prize tier
2023102769,2026-0704-02-01-07-10,2025-0830-01-02-03-05,2025-08-30,00075000,1勝以上,1,1,0,explicit/experimental prize tier
2022104164,2026-0704-02-01-07-08,2025-0830-01-02-03-06,2025-08-30,00056000,初期/未勝利相当,1,0,0,explicit/experimental prize tier
2022105392,2026-0704-02-01-07-09,2025-0830-01-02-03-06,2025-08-30,00056000,初期/未勝利相当,1,0,0,explicit/experimental prize tier
2022105443,2026-0704-02-01-07-10,2025-0830-07-04-03-12,2025-08-30,00080000,1勝以上,1,1,0,explicit/experimental prize tier
2023109031,2026-0704-02-01-07-07,2025-0831-01-02-04-01,2025-08-31,00056000,初期/未勝利相当,1,0,0,explicit/experimental prize tier
2022105817,2026-0704-02-01-07-09,2025-0831-01-02-04-09,2025-08-31,00111000,2勝以上,1,1,1,explicit/experimental prize tier
2023104679,2026-0704-02-01-07-02,2025-0831-04-03-04-05,2025-08-31,00075000,1勝以上,1,1,0,explicit/experimental prize tier
2022102308,2026-0704-02-01-07-10,2025-0831-07-04-04-02,2025-08-31,00056000,初期/未勝利相当,1,0,0,explicit/experimental prize tier
2023106912,2026-0704-02-01-07-07,2025-0831-07-04-04-11,2025-08-31,00310000,G3,1,1,1,explicit/experimental prize tier
2023109031,2026-0704-02-01-07-07,2025-0906-01-02-05-02,2025-09-06,00056000,初期/未勝利相当,1,0,0,explicit/experimental prize tier
2022104164,2026-0704-02-01-07-08,2025-0906-01-02-05-04,2025-09-06,00056000,初期/未勝利相当,1,0,0,explicit/experimental prize tier
2022102135,2026-0704-02-01-07-09,2025-0906-06-04-01-09,2025-09-06,00111000,2勝以上,1,1,1,explicit/experimental prize tier
2021102312,2026-0704-02-01-07-07,2025-0907-01-02-06-08,2025-09-07,00080000,1勝以上,1,1,0,explicit/experimental prize tier
2022107254,2026-0704-02-01-07-10,2025-0907-01-02-06-09,2025-09-07,00155000,2勝以上,1,1,1,explicit/experimental prize tier
2023103570,2026-0704-02-01-07-03,2025-0907-06-04-02-06,2025-09-07,00075000,1勝以上,1,1,0,explicit/experimental prize tier
2023101675,2026-0704-02-01-07-04,2025-0913-06-04-03-02,2025-09-13,00056000,初期/未勝利相当,1,0,0,explicit/experimental prize tier
2023104158,2026-0704-02-01-07-06,2025-0913-09-04-03-06,2025-09-13,00075000,1勝以上,1,1,0,explicit/experimental prize tier
2023103528,2026-0704-02-01-07-07,2025-0914-06-04-04-05,2025-09-14,00075000,1勝以上,1,1,0,explicit/experimental prize tier
2019106416,2026-0704-02-01-07-09,2025-0915-06-04-05-07,2025-09-15,00080000,1勝以上,1,1,0,explicit/experimental prize tier
2023106912,2026-0704-02-01-07-07,2025-0920-06-04-06-09,2025-09-20,00160000,2勝以上,1,1,1,explicit/experimental prize tier
2022106645,2026-0704-02-01-07-09,2025-0927-06-04-08-07,2025-09-27,00080000,1勝以上,1,1,0,explicit/experimental prize tier
2022104164,2026-0704-02-01-07-08,2025-0927-09-04-08-07,2025-09-27,00080000,1勝以上,1,1,0,explicit/experimental prize tier
2023101910,2026-0704-02-01-07-06,2025-0928-06-04-09-02,2025-09-28,00056000,初期/未勝利相当,1,0,0,explicit/experimental prize tier
2023103577,2026-0704-02-01-07-06,2025-0928-06-04-09-05,2025-09-28,00075000,1勝以上,1,1,0,explicit/experimental prize tier
2022102135,2026-0704-02-01-07-09,2025-0928-06-04-09-07,2025-09-28,00080000,1勝以上,1,1,0,explicit/experimental prize tier
2020100060,2026-0704-02-01-07-10,2025-0928-06-04-09-08,2025-09-28,00114000,2勝以上,1,1,1,explicit/experimental prize tier
2023103528,2026-0704-02-01-07-07,2025-0928-06-04-09-09,2025-09-28,00111000,2勝以上,1,1,1,explicit/experimental prize tier
2023110027,2026-0704-02-01-07-02,2025-0928-09-04-09-05,2025-09-28,00075000,1勝以上,1,1,0,explicit/experimental prize tier
2022104973,2026-0704-02-01-07-08,2025-0928-09-04-09-08,2025-09-28,00080000,1勝以上,1,1,0,explicit/experimental prize tier
2023103518,2026-0704-02-01-07-04,2025-1004-05-04-01-03,2025-10-04,00075000,1勝以上,1,1,0,explicit/experimental prize tier
2021102312,2026-0704-02-01-07-07,2025-1004-08-03-01-07,2025-10-04,00080000,1勝以上,1,1,0,explicit/experimental prize tier
2023105035,2026-0704-02-01-07-07,2025-1004-08-03-01-09,2025-10-04,00111000,2勝以上,1,1,1,explicit/experimental prize tier
2023103441,2026-0704-02-01-07-06,2025-1005-08-03-02-03,2025-10-05,00075000,1勝以上,1,1,0,explicit/experimental prize tier
2023105555,2026-0704-02-01-07-03,2025-1012-05-04-04-01,2025-10-12,00056000,初期/未勝利相当,1,0,0,explicit/experimental prize tier
2023104632,2026-0704-02-01-07-03,2025-1012-05-04-04-05,2025-10-12,00075000,1勝以上,1,1,0,explicit/experimental prize tier
2022105162,2026-0704-02-01-07-07,2025-1012-05-04-04-06,2025-10-12,00080000,1勝以上,1,1,0,explicit/experimental prize tier
2023104158,2026-0704-02-01-07-06,2025-1012-08-03-04-01,2025-10-12,00056000,初期/未勝利相当,1,0,0,explicit/experimental prize tier
2023106476,2026-0704-02-01-07-02,2025-1013-05-04-05-05,2025-10-13,00075000,1勝以上,1,1,0,explicit/experimental prize tier
2023110027,2026-0704-02-01-07-02,2025-1013-08-03-05-03,2025-10-13,00056000,初期/未勝利相当,1,0,0,explicit/experimental prize tier
2020105796,2026-0704-02-01-07-08,2025-1018-04-04-01-09,2025-10-18,00111000,2勝以上,1,1,1,explicit/experimental prize tier
2022106645,2026-0704-02-01-07-09,2025-1018-04-04-01-09,2025-10-18,00111000,2勝以上,1,1,1,explicit/experimental prize tier
2023106965,2026-0704-02-01-07-04,2025-1018-05-04-06-04,2025-10-18,00075000,1勝以上,1,1,0,explicit/experimental prize tier
2022104164,2026-0704-02-01-07-08,2025-1018-08-03-06-07,2025-10-18,00080000,1勝以上,1,1,0,explicit/experimental prize tier
2021105715,2026-0704-02-01-07-07,2025-1018-08-03-06-12,2025-10-18,00080000,1勝以上,1,1,0,explicit/experimental prize tier
2023106454,2026-0704-02-01-07-02,2025-1019-04-04-02-05,2025-10-19,00075000,1勝以上,1,1,0,explicit/experimental prize tier
2021105715,2026-0704-02-01-07-07,2025-1025-04-04-03-07,2025-10-25,00080000,1勝以上,1,1,0,explicit/experimental prize tier
2021102312,2026-0704-02-01-07-07,2025-1025-04-04-03-12,2025-10-25,00080000,1勝以上,1,1,0,explicit/experimental prize tier
2023102769,2026-0704-02-01-07-10,2025-1025-05-04-08-01,2025-10-25,00056000,初期/未勝利相当,1,0,0,explicit/experimental prize tier
2023106285,2026-0704-02-01-07-02,2025-1025-05-04-08-02,2025-10-25,00056000,初期/未勝利相当,1,0,0,explicit/experimental prize tier
2023103668,2026-0704-02-01-07-04,2025-1025-05-04-08-04,2025-10-25,00075000,1勝以上,1,1,0,explicit/experimental prize tier
2023103612,2026-0704-02-01-07-04,2025-1025-08-03-08-06,2025-10-25,00075000,1勝以上,1,1,0,explicit/experimental prize tier
2023103570,2026-0704-02-01-07-03,2025-1026-04-04-04-01,2025-10-26,00056000,初期/未勝利相当,1,0,0,explicit/experimental prize tier
2023103771,2026-0704-02-01-07-03,2025-1026-04-04-04-01,2025-10-26,00056000,初期/未勝利相当,1,0,0,explicit/experimental prize tier
2023104632,2026-0704-02-01-07-03,2025-1026-05-04-09-02,2025-10-26,00056000,初期/未勝利相当,1,0,0,explicit/experimental prize tier
2023104156,2026-0704-02-01-07-08,2025-1026-05-04-09-05,2025-10-26,00075000,1勝以上,1,1,0,explicit/experimental prize tier
2021103809,2026-0704-02-01-07-10,2025-1026-05-04-09-09,2025-10-26,00155000,2勝以上,1,1,1,explicit/experimental prize tier
2023101756,2026-0704-02-01-07-06,2025-1026-08-03-09-04,2025-10-26,00075000,1勝以上,1,1,0,explicit/experimental prize tier
2023110027,2026-0704-02-01-07-02,2025-1101-08-03-10-01,2025-11-01,00056000,初期/未勝利相当,1,0,0,explicit/experimental prize tier
2023105035,2026-0704-02-01-07-07,2025-1101-08-03-10-11,2025-11-01,00290000,G3,1,1,1,explicit/experimental prize tier
2023106476,2026-0704-02-01-07-02,2025-1102-05-04-11-03,2025-11-02,00056000,初期/未勝利相当,1,0,0,explicit/experimental prize tier
2023103570,2026-0704-02-01-07-03,2025-1108-03-03-01-01,2025-11-08,00056000,初期/未勝利相当,1,0,0,explicit/experimental prize tier
2023104156,2026-0704-02-01-07-08,2025-1108-05-05-01-03,2025-11-08,00056000,初期/未勝利相当,1,0,0,explicit/experimental prize tier
2023104669,2026-0704-02-01-07-04,2025-1108-08-04-01-06,2025-11-08,00075000,1勝以上,1,1,0,explicit/experimental prize tier
2022104164,2026-0704-02-01-07-08,2025-1108-08-04-01-12,2025-11-08,00080000,1勝以上,1,1,0,explicit/experimental prize tier
2023109031,2026-0704-02-01-07-07,2025-1109-03-03-02-02,2025-11-09,00056000,初期/未勝利相当,1,0,0,explicit/experimental prize tier
2020105796,2026-0704-02-01-07-08,2025-1109-03-03-02-08,2025-11-09,00080000,1勝以上,1,1,0,explicit/experimental prize tier
2022107254,2026-0704-02-01-07-10,2025-1109-03-03-02-10,2025-11-09,00155000,2勝以上,1,1,1,explicit/experimental prize tier
2023104933,2026-0704-02-01-07-04,2025-1115-03-03-03-03,2025-11-15,00056000,初期/未勝利相当,1,0,0,explicit/experimental prize tier
2022102135,2026-0704-02-01-07-09,2025-1115-03-03-03-09,2025-11-15,00111000,2勝以上,1,1,1,explicit/experimental prize tier
2022106231,2026-0704-02-01-07-09,2025-1115-03-03-03-09,2025-11-15,00111000,2勝以上,1,1,1,explicit/experimental prize tier
2021102200,2026-0704-02-01-07-10,2025-1115-03-03-03-10,2025-11-15,00155000,2勝以上,1,1,1,explicit/experimental prize tier
2021105931,2026-0704-02-01-07-10,2025-1115-03-03-03-10,2025-11-15,00155000,2勝以上,1,1,1,explicit/experimental prize tier
2022102828,2026-0704-02-01-07-10,2025-1115-03-03-03-10,2025-11-15,00155000,2勝以上,1,1,1,explicit/experimental prize tier
2022103778,2026-0704-02-01-07-10,2025-1115-03-03-03-10,2025-11-15,00155000,2勝以上,1,1,1,explicit/experimental prize tier
2023103668,2026-0704-02-01-07-04,2025-1115-05-05-03-03,2025-11-15,00056000,初期/未勝利相当,1,0,0,explicit/experimental prize tier
