race_id,horse_id,actual_rank,odds,CA_rank,CB_rank,CA_probability,CB_probability,rank_change
2026-0704-02-01-07-03,2023104632,8,253.0,6,6,0.08210757381610095,0.08042917550840993,0
2026-0704-02-01-07-03,2023105608,2,311.0,7,7,0.06020010598203429,0.07705327681085843,0
2026-0704-02-01-07-03,2023104338,11,891.0,9,8,0.03195578381916783,0.04106948594718421,1
2026-0704-02-01-07-03,2023106623,5,205.0,8,9,0.03276281218734388,0.03316203237761287,-1
2026-0704-02-01-07-03,2023104347,7,674.0,10,10,0.020957688490599636,0.02130052363335736,0
2026-0704-02-01-07-03,2023101796,4,3021.0,11,11,0.016452413030130893,0.018434619602113327,0
2026-0704-02-01-07-04,2023102151,4,58.0,2,1,0.15881426852117797,0.1789749750746288,1
2026-0704-02-01-07-04,2023100610,16,25.0,1,2,0.1592241166187616,0.1636901083393984,-1
2026-0704-02-01-07-04,2023104933,9,46.0,3,3,0.11626147963460957,0.1190871587087506,0
2026-0704-02-01-07-04,2023104669,6,1199.0,4,4,0.07117402663095274,0.06697364788179255,0
2026-0704-02-01-07-04,2023106965,13,258.0,5,5,0.0534786331858389,0.048377336270392285,0
2026-0704-02-01-07-04,2023107192,3,121.0,6,6,0.046242843609201105,0.047282808741610206,0
2026-0704-02-01-07-04,2023107342,2,71.0,7,7,0.046242843609201105,0.047282808741610206,0
2026-0704-02-01-07-04,2023105797,1,172.0,10,8,0.038378558804518445,0.04666814687511832,2
2026-0704-02-01-07-04,2023106291,7,723.0,9,9,0.03952343812599933,0.040858542804642094,0
2026-0704-02-01-07-04,2023101873,15,1038.0,8,10,0.04195548904320088,0.04021946571659112,-2
2026-0704-02-01-07-04,2023102332,14,1024.0,13,11,0.03138179981615776,0.03853516412172076,2
2026-0704-02-01-07-04,2023103518,5,184.0,12,12,0.03158163750271126,0.03600326788824369,0
2026-0704-02-01-07-04,2023102402,12,2834.0,11,13,0.032584473050550546,0.03197277093880793,-2
2026-0704-02-01-07-04,2023103612,8,249.0,14,14,0.02377483989095986,0.024038754657730393,0
2026-0704-02-01-07-04,2023101675,10,2306.0,15,15,0.01684235298077518,0.01912774283438974,0
2026-0704-02-01-07-04,2023103668,11,3471.0,16,16,0.014231408093881114,0.013898985535936227,0
2026-0704-02-01-07-05,2024105553,4,46.0,1,1,0.1271706327476173,0.12613004531014796,0
2026-0704-02-01-07-05,2024104218,2,337.0,2,2,0.1271706327476173,0.12613004531014796,0
2026-0704-02-01-07-05,2024104113,1,15.0,3,3,0.1271706327476173,0.12613004531014796,0
2026-0704-02-01-07-05,2024105019,5,102.0,4,4,0.1271706327476173,0.12613004531014796,0
2026-0704-02-01-07-05,2024103569,3,38.0,5,5,0.1271706327476173,0.12613004531014796,0
2026-0704-02-01-07-06,2023103441,1,21.0,1,1,0.2957045884329999,0.3057519032374384,0
2026-0704-02-01-07-06,2023103577,3,78.0,2,2,0.14776298777445276,0.1554204220107459,0
2026-0704-02-01-07-06,2023101857,13,47.0,4,3,0.10500380568561185,0.11669707318193198,1
2026-0704-02-01-07-06,2023101756,4,113.0,3,4,0.13057727594977572,0.11582148178679201,-1
2026-0704-02-01-07-06,2023101091,2,200.0,5,5,0.07954385969000143,0.08302450621976756,0
2026-0704-02-01-07-06,2023103065,8,121.0,6,6,0.071096091294663,0.06981489153833083,0
2026-0704-02-01-07-06,2023105320,5,81.0,7,7,0.05861129354710561,0.06826287741797107,0
2026-0704-02-01-07-06,2023104158,11,257.0,8,8,0.057064663171003976,0.06329041078505676,0
2026-0704-02-01-07-06,2023101088,6,297.0,9,9,0.033116190032504336,0.044213546449331405,0
2026-0704-02-01-07-06,2023106726,7,637.0,10,10,0.032003448510389956,0.03081168966884523,0
2026-0704-02-01-07-06,2023100637,10,1757.0,11,11,0.019520966309905338,0.01936198933578468,0
2026-0704-02-01-07-06,2023101910,12,2115.0,12,12,0.013770789198114398,0.012260396181336139,0
2026-0704-02-01-07-06,2023101046,9,2912.0,13,13,0.012020851171834998,0.01208461647439034,0
2026-0704-02-01-07-07,2023100997,2,19.0,1,1,0.4412515875743663,0.411186772290227,0
2026-0704-02-01-07-07,2023103528,4,37.0,2,2,0.27895641443112706,0.24881916005454083,0
2026-0704-02-01-07-07,2023105035,8,38.0,3,3,0.23288995127458056,0.2246627511093773,0
2026-0704-02-01-07-07,2022105162,5,193.0,4,4,0.09769686911940649,0.10551319217555655,0
2026-0704-02-01-07-07,2023101143,3,246.0,5,5,0.08707162715454408,0.08158766473457128,0
2026-0704-02-01-07-07,2021102312,1,126.0,6,6,0.07329302366049573,0.07281928503357621,0
2026-0704-02-01-07-07,2023105199,9,1120.0,7,7,0.02990703742024428,0.03145573663830891,0
2026-0704-02-01-07-07,2023106912,10,2003.0,8,8,0.028381726298306414,0.021702261062634308,0
2026-0704-02-01-07-07,2021105715,6,878.0,9,9,0.020856453689221337,0.019782489929775604,0
2026-0704-02-01-07-07,2023109031,7,2303.0,10,10,0.014393907787747757,0.01354422060118565,0
2026-0704-02-01-07-08,2022104973,7,24.0,1,1,0.24989654440813672,0.2395225036620401,0
2026-0704-02-01-07-08,2023107005,1,16.0,2,2,0.19426591408479166,0.2067536870421637,0
2026-0704-02-01-07-08,2020105796,5,84.0,3,3,0.09685421229169493,0.11116265659231853,0
2026-0704-02-01-07-08,2023105261,2,178.0,4,4,0.09622635263142053,0.09114095268913587,0
2026-0704-02-01-07-08,2023106495,6,1064.0,5,5,0.08799046497659681,0.07311001069933813,0
2026-0704-02-01-07-08,2023104156,4,162.0,6,6,0.0865860912897058,0.05359132735108192,0
2026-0704-02-01-07-08,2022104164,3,949.0,7,7,0.025055081739402227,0.018510284272280072,0
2026-0704-02-01-07-09,2023103351,2,36.0,1,1,0.15697600118839955,0.15855230795532554,0
2026-0704-02-01-07-09,2022102135,5,40.0,2,2,0.13954395018011997,0.15739949422957822,0
2026-0704-02-01-07-09,2023102178,8,52.0,3,3,0.12839069033202571,0.11294488488120703,0
2026-0704-02-01-07-09,2022106231,1,64.0,4,4,0.09554424478485445,0.08225165157488291,0
2026-0704-02-01-07-09,2022106645,3,48.0,5,5,0.08699877793158538,0.0810418057961622,0
2026-0704-02-01-07-09,2020100621,6,129.0,7,6,0.05782102312130349,0.06455751025451785,1
2026-0704-02-01-07-09,2022105817,4,114.0,6,7,0.07028444755962798,0.06262279180340793,-1
2026-0704-02-01-07-09,2022105392,9,1190.0,8,8,0.011052934864855361,0.011800132563187566,0
2026-0704-02-01-07-09,2019106416,7,926.0,9,9,0.010297481125672726,0.0108024050927454,0
2026-0704-02-01-07-10,2023102769,1,19.0,1,1,0.33742969271130746,0.346978901674549,0
2026-0704-02-01-07-10,2022102905,6,52.0,2,2,0.2893788092812006,0.29230254634866526,0
2026-0704-02-01-07-10,2022104903,2,75.0,3,3,0.19015957712782816,0.18176463606206691,0
2026-0704-02-01-07-10,2022102308,5,346.0,4,4,0.17788676162542294,0.16670995444318393,0
2026-0704-02-01-07-10,2023100937,14,174.0,5,5,0.14073947475451654,0.1495985911141149,0
2026-0704-02-01-07-10,2021105931,10,841.0,6,6,0.1092466009167068,0.10477624518474518,0
2026-0704-02-01-07-10,2022104601,12,139.0,7,7,0.10407628628842717,0.10411691572842473,0
2026-0704-02-01-07-10,2022103778,9,58.0,8,8,0.08138297389334045,0.07948329470956858,0
2026-0704-02-01-07-10,2021102200,11,420.0,9,9,0.07803315518279808,0.072306572935333,0
2026-0704-02-01-07-10,2022102828,4,579.0,10,10,0.06229154954079869,0.06264733443674016,0
2026-0704-02-01-07-10,2022105443,13,761.0,11,11,0.04901261665591597,0.04961293877302564,0
2026-0704-02-01-07-10,2020100060,3,2289.0,12,12,0.02542314664668028,0.029844145881215815,0
2026-0704-02-01-07-10,2022107254,7,2893.0,13,13,0.014538946956355882,0.015902987073569495,0
2026-0704-02-01-07-10,2021103809,8,2358.0,14,14,0.013371488989910708,0.0151650096509597,0
2026-0704-02-01-07-11,2022101443,10,28.0,1,1,0.23662981092868088,0.2204267717251235,0
2026-0704-02-01-07-11,2023102577,8,55.0,2,2,0.16409265462776984,0.16910146870830792,0
2026-0704-02-01-07-11,2023105203,1,57.0,3,3,0.1402917385953995,0.14591029590667218,0
2026-0704-02-01-07-11,2020104616,6,160.0,5,4,0.05956262838389752,0.0611360815302463,1
2026-0704-02-01-07-11,2021105242,4,103.0,6,5,0.05507405222562798,0.05598503212655285,1
2026-0704-02-01-07-11,2022106666,16,210.0,4,6,0.06000655501221259,0.05484708310886375,-2
2026-0704-02-01-07-11,2021105689,7,170.0,7,7,0.0536147619206267,0.05331773533886567,0
2026-0704-02-01-07-11,2020104194,3,250.0,8,8,0.04051826969530536,0.04355478191071246,0
2026-0704-02-01-07-11,2022110108,14,354.0,9,9,0.037868542064296795,0.04219685338925366,0
2026-0704-02-01-07-11,2021105202,9,165.0,10,10,0.03513089795000595,0.03654010686324021,0
2026-0704-02-01-07-11,2018105996,5,553.0,11,11,0.03252520538377974,0.035834237935141705,0
2026-0704-02-01-07-11,2022109024,12,1976.0,12,12,0.029946996690116856,0.02740834493581711,0
2026-0704-02-01-07-11,2020101639,11,715.0,13,13,0.02679248763610398,0.026075018030303022,0
2026-0704-02-01-07-11,2021100143,2,113.0,14,14,0.024304526313321664,0.024598181843303348,0
2026-0704-02-01-07-11,2021105039,15,1226.0,16,15,0.015228877841344322,0.014521882968240151,1
2026-0704-02-01-07-11,2021103312,13,434.0,15,16,0.015289640086019669,0.013656016578390951,-1
2026-0704-02-01-07-12,2023103061,3,21.0,1,1,0.31638689179948615,0.3239047846781998,0
2026-0704-02-01-07-12,2023104414,1,19.0,2,2,0.25819133029947067,0.2750168878477043,0
2026-0704-02-01-07-12,2023103750,2,172.0,3,3,0.09686970209504982,0.07622742455941586,0
2026-0704-02-01-07-12,2023101713,5,273.0,4,4,0.0797615491038326,0.06409232939610283,0
2026-0704-02-01-07-12,2022104840,6,125.0,7,5,0.05281746851289661,0.056938762239535305,2
2026-0704-02-01-07-12,2022100360,7,217.0,5,6,0.0622429452381709,0.056500769805260594,-1
2026-0704-02-01-07-12,2022103644,4,230.0,6,7,0.05796220606392122,0.04111749516420762,-1
2026-0704-03-02-03-01,2024106106,2,11.0,1,1,0.3120014745347422,0.30609386442786796,0
2026-0704-03-02-03-01,2024103590,1,178.0,3,2,0.16725569614097788,0.1824326879369869,1
2026-0704-03-02-03-01,2024106204,3,56.0,2,3,0.18392925161597026,0.16567250739467937,-1
2026-0704-03-02-03-01,2024101005,5,247.0,4,4,0.09696630407738456,0.0869806029724283,0
2026-0704-03-02-03-01,2024107156,4,97.0,5,5,0.09292884250920362,0.06590974880283723,0
2026-0704-03-02-03-01,2024107096,6,503.0,6,6,0.07403901100311633,0.05046030992890175,0
2026-0704-03-02-03-01,2024104637,8,2354.0,8,7,0.029644233148265982,0.024219272842979075,1
2026-0704-03-02-03-01,2024105474,7,1395.0,7,8,0.03277161287160039,0.01628335495023219,-1
2026-0704-03-02-03-02,2023105686,3,37.0,1,1,0.16500182440927272,0.1718178696145347,0
2026-0704-03-02-03-02,2023105552,5,39.0,2,2,0.14862936067836385,0.15712810247235925,0
2026-0704-03-02-03-02,2023107136,15,99.0,3,3,0.12925949066594472,0.13804118856281458,0
2026-0704-03-02-03-02,2023105573,4,85.0,4,4,0.12236481754063001,0.1169705580183603,0
2026-0704-03-02-03-02,2023103686,2,52.0,5,5,0.09071055894815137,0.09429291366359228,0
2026-0704-03-02-03-02,2023106612,7,523.0,6,6,0.08623715830848123,0.0879347110341965,0
2026-0704-03-02-03-02,2023105371,1,157.0,7,7,0.06363991639837595,0.06453576901442995,0
2026-0704-03-02-03-02,2023100558,10,143.0,9,8,0.051420658410957824,0.06212069659708782,1
2026-0704-03-02-03-02,2023102937,9,164.0,8,9,0.05741151372951961,0.051452359581198016,-1
2026-0704-03-02-03-02,2023103697,6,174.0,10,10,0.040809905655083294,0.03041891943383902,0
2026-0704-03-02-03-02,2023101880,12,581.0,11,11,0.029444156769334755,0.028158631498194114,0
2026-0704-03-02-03-02,2023103034,14,1423.0,12,12,0.016894008342587644,0.016090376801637968,0
2026-0704-03-02-03-02,2023107349,11,1343.0,13,13,0.012757638853378248,0.011815806851262689,0
2026-0704-03-02-03-02,2023107061,8,1634.0,14,14,0.011568044106516124,0.01154773792631972,0
2026-0704-03-02-03-02,2023102377,16,2551.0,15,15,0.010624449017773882,0.011269591560139522,0
2026-0704-03-02-03-02,2023104610,13,1207.0,16,16,0.010081585223868744,0.009782147801719732,0
2026-0704-03-02-03-03,2023102750,2,21.0,1,1,0.30066879801335467,0.30156490245293915,0
2026-0704-03-02-03-03,2023103753,3,22.0,2,2,0.2367102909745542,0.22444236120676145,0
2026-0704-03-02-03-03,2023102651,4,79.0,3,3,0.18355563110092282,0.17786933902619215,0
2026-0704-03-02-03-03,2023100531,6,153.0,4,4,0.07574855665743363,0.07306352279292537,0
2026-0704-03-02-03-03,2023103813,5,180.0,6,5,0.0482141957862461,0.048989692346189107,1
2026-0704-03-02-03-03,2023101928,14,2037.0,7,6,0.04358367476470274,0.046844064898021134,1
2026-0704-03-02-03-03,2023100304,11,500.0,5,7,0.04871030335878797,0.04660970753282016,-2
2026-0704-03-02-03-03,2023106198,8,1379.0,8,8,0.02884542884128385,0.02717752731711857,0
2026-0704-03-02-03-03,2023100045,15,727.0,9,9,0.016881793914328008,0.013530397446319627,0
2026-0704-03-02-03-03,2023102550,12,1796.0,10,10,0.012719931878457243,0.011926613632213166,0
2026-0704-03-02-03-03,2023100891,9,3183.0,11,11,0.012183206175132326,0.011722834362826439,0
2026-0704-03-02-03-03,2023100625,1,2509.0,13,12,0.010128324766606175,0.011363967059546242,1
2026-0704-03-02-03-03,2023103610,10,1338.0,12,13,0.010278386238147945,0.011088563957265712,-1
2026-0704-03-02-03-03,2023100333,7,862.0,14,14,0.009852631301733129,0.009964910983183329,0
2026-0704-03-02-03-03,2023104621,13,1975.0,15,15,0.009158836589461811,0.008583647927398401,0
2026-0704-03-02-03-04,2023104425,2,78.0,1,1,0.17238004591453812,0.1638408412506629,0
2026-0704-03-02-03-04,2023106991,1,16.0,2,2,0.15496552149109025,0.14469888516341467,0
2026-0704-03-02-03-04,2023104685,4,168.0,3,3,0.07587295423040599,0.07551429842647774,0
2026-0704-03-02-03-04,2023105951,12,193.0,5,4,0.05700349150953031,0.06409346327946393,1
2026-0704-03-02-03-04,2023101779,11,83.0,4,5,0.06754842228174915,0.06110373773363331,-1
2026-0704-03-02-03-04,2023105285,9,155.0,6,6,0.05017580371215633,0.05396399154986763,0
2026-0704-03-02-03-04,2023104970,10,1351.0,8,7,0.04591414342387615,0.046647139124372426,1
2026-0704-03-02-03-04,2023102896,8,216.0,9,8,0.03894875978226451,0.045026948380802956,1
2026-0704-03-02-03-04,2023105751,3,197.0,7,9,0.047981043440143825,0.041912956459305505,-2
2026-0704-03-02-03-04,2023103772,14,1494.0,10,10,0.017474417380184976,0.01754173885756483,0
2026-0704-03-02-03-04,2023105619,13,1463.0,11,11,0.013241879770708643,0.01598209294506916,0
2026-0704-03-02-03-04,2023100987,16,3332.0,13,12,0.010755709344729171,0.012620242133280201,1
2026-0704-03-02-03-04,2023104480,7,121.0,12,13,0.012834779416315159,0.011988404337012438,-1
2026-0704-03-02-03-04,2023105744,5,1992.0,14,14,0.009723818942153994,0.009690875263185956,0
2026-0704-03-02-03-04,2023102394,15,634.0,15,15,0.009062849892645676,0.009292553841844544,0
2026-0704-03-02-03-04,2023102881,6,961.0,16,16,0.006185487289386495,0.0055963029214094896,0
2026-0704-03-02-03-05,2024106264,1,41.0,1,1,0.06662228930203001,0.06567814750955975,0
2026-0704-03-02-03-05,2024103610,7,127.0,2,2,0.06662228930203001,0.06567814750955975,0
2026-0704-03-02-03-05,2024106814,12,88.0,3,3,0.06662228930203001,0.06567814750955975,0
2026-0704-03-02-03-05,2024104660,14,2286.0,4,4,0.06662228930203001,0.06567814750955975,0
2026-0704-03-02-03-05,2024104709,5,553.0,5,5,0.06662228930203001,0.06567814750955975,0
2026-0704-03-02-03-05,2024105416,6,1035.0,6,6,0.06662228930203001,0.06567814750955975,0
2026-0704-03-02-03-05,2024103412,3,895.0,7,7,0.06662228930203001,0.06567814750955975,0
2026-0704-03-02-03-05,2024103279,11,573.0,8,8,0.06662228930203001,0.06567814750955975,0
2026-0704-03-02-03-05,2024106356,4,25.0,9,9,0.06662228930203001,0.06567814750955975,0
2026-0704-03-02-03-05,2024106562,2,67.0,10,10,0.06662228930203001,0.06567814750955975,0
2026-0704-03-02-03-05,2024104494,13,1602.0,11,11,0.06662228930203001,0.06567814750955975,0
2026-0704-03-02-03-05,2024101791,10,1465.0,12,12,0.06662228930203001,0.06567814750955975,0
2026-0704-03-02-03-05,2024105980,9,136.0,13,13,0.06662228930203001,0.06567814750955975,0
2026-0704-03-02-03-05,2024105269,8,74.0,14,14,0.06662228930203001,0.06567814750955975,0
2026-0704-03-02-03-06,2024103657,10,1106.0,1,1,0.057118534040601014,0.059172243675665134,0
2026-0704-03-02-03-06,2024103051,15,782.0,2,2,0.057118534040601014,0.059172243675665134,0
2026-0704-03-02-03-06,2024105033,12,342.0,3,3,0.057118534040601014,0.059172243675665134,0
2026-0704-03-02-03-06,2024106660,1,76.0,4,4,0.057118534040601014,0.059172243675665134,0
2026-0704-03-02-03-06,2024101779,14,2612.0,5,5,0.057118534040601014,0.059172243675665134,0
2026-0704-03-02-03-06,2024103358,5,51.0,6,6,0.057118534040601014,0.059172243675665134,0
2026-0704-03-02-03-06,2024106591,7,200.0,7,7,0.057118534040601014,0.059172243675665134,0
2026-0704-03-02-03-06,2024101358,6,620.0,8,8,0.057118534040601014,0.059172243675665134,0
2026-0704-03-02-03-06,2024103006,11,1203.0,9,9,0.057118534040601014,0.059172243675665134,0
2026-0704-03-02-03-06,2024100686,2,20.0,10,10,0.057118534040601014,0.059172243675665134,0
2026-0704-03-02-03-06,2024100431,3,284.0,11,11,0.057118534040601014,0.059172243675665134,0
2026-0704-03-02-03-06,2024104700,9,1032.0,12,12,0.057118534040601014,0.059172243675665134,0
2026-0704-03-02-03-06,2024101429,8,103.0,13,13,0.057118534040601014,0.059172243675665134,0
2026-0704-03-02-03-06,2024100640,13,391.0,14,14,0.057118534040601014,0.059172243675665134,0
2026-0704-03-02-03-06,2024102821,4,66.0,15,15,0.057118534040601014,0.059172243675665134,0
2026-0704-03-02-03-07,2023105003,5,33.0,1,1,0.20031628075894292,0.2009019842427174,0
2026-0704-03-02-03-07,2023105808,1,52.0,2,2,0.13035161917135837,0.1383408761173962,0
2026-0704-03-02-03-07,2023105298,3,66.0,3,3,0.11199628680207488,0.10874794782865403,0
2026-0704-03-02-03-07,2023107160,7,31.0,4,4,0.10331416434934368,0.0971232227380647,0
2026-0704-03-02-03-07,2023107044,4,169.0,6,5,0.07106844730909725,0.07873984173990782,1
2026-0704-03-02-03-07,2023106811,2,296.0,5,6,0.0756136422203549,0.07486121095438449,-1
2026-0704-03-02-03-07,2023102172,6,498.0,7,7,0.057010796506149944,0.06325838876223971,0
2026-0704-03-02-03-07,2023105618,10,621.0,8,8,0.053014938842771385,0.05407794213453883,0
2026-0704-03-02-03-07,2023107054,11,151.0,9,9,0.04867083121183385,0.047451927343706166,0
2026-0704-03-02-03-07,2023106493,8,349.0,10,10,0.0437100654514884,0.04142570092805681,0
2026-0704-03-02-03-07,2023102715,13,1284.0,11,11,0.03876984879206395,0.039490859911192125,0
2026-0704-03-02-03-07,2023101048,9,976.0,12,12,0.022008422968181115,0.027221133750763602,0
2026-0704-03-02-03-07,2023103462,16,249.0,13,13,0.014425599011237827,0.014444233873664267,0
2026-0704-03-02-03-07,2023107385,12,1403.0,14,14,0.01183110558435571,0.014106373142295315,0
2026-0704-03-02-03-07,2023103651,14,2697.0,15,15,0.009332047694664627,0.009036842143471543,0
2026-0704-03-02-03-07,2023101052,15,2212.0,16,16,0.0071866682333577075,0.0077185780065028966,0
