policy,race_id,horse_id,horse_expected_position_delta,position_stability_delta,last1_raw_performance_delta,last1_adjusted_performance_delta,hidden_strength_last1_delta,last1_winner_strength_delta,last1_field_strength_delta,last1_margin_delta,usable_history_count_delta
filter-a,2026-0704-02-01-07-09,2022102135,0.0,0.0,-0.022222222222222254,-0.022222222222222254,0.0,-0.1111111111111111,-0.05829725829725829,0.0,0
filter-a,2026-0704-02-01-07-09,2023102178,-0.0014309764309764494,0.029401470744297248,-0.040000000000000036,-0.040000000000000036,0.0,-0.2,-0.1483133046290941,0.0,-1
filter-a,2026-0704-02-01-07-09,2022105817,0.0,0.0,-0.033333333333333326,-0.033333333333333326,0.0,-0.16666666666666666,-0.17800925925925926,0.0,0
filter-a,2026-0704-02-01-07-09,2022106231,0.0,0.0,-0.03999999999999998,-0.03999999999999998,0.0,-0.2,-0.1483133046290941,0.0,0
filter-a,2026-0704-02-01-07-09,2023103351,-0.006666666666666599,-0.009101346711929706,-0.040000000000000036,-0.040000000000000036,0.0,-0.2,-0.1483133046290941,0.0,0
filter-a,2026-0704-02-01-07-09,2019106416,0.0,0.0,0.0,0.0,0.0,0.0,-0.07107614607614607,0.0,0
filter-a,2026-0704-02-01-07-09,2022105392,-0.19572649572649573,-0.09923957188036525,-0.04000000000000001,-0.04000000000000001,0.0,-0.2,-0.1483133046290941,0.0,-2
filter-a,2026-0704-02-01-07-10,2022104903,0.0,0.0,-0.010000000000000009,-0.010000000000000009,0.0,-0.05,-0.023975958681841034,0.0,0
filter-a,2026-0704-02-01-07-10,2023102769,0.07790404040404042,-0.0933000820055727,0.0,0.0,0.0,-0.1333333333333333,-0.11911375661375662,0.0,-1
filter-a,2026-0704-02-01-07-10,2021102200,0.0,0.0,0.0,0.0,0.0,-0.1333333333333333,-0.057667636228007746,0.0,0
filter-a,2026-0704-02-01-07-10,2021103809,0.0,0.0,-0.01202257216489444,-0.01202257216489444,0.0,-0.07070707070707072,-0.0474205566487262,0.0,0
filter-a,2026-0704-02-01-07-10,2022103778,0.0,0.0,0.0,0.0,0.0,-0.1333333333333333,-0.057667636228007746,0.0,0
filter-a,2026-0704-02-01-07-10,2020100060,0.0,0.0,-0.008508081007417734,-0.008508081007417734,0.0,-0.10714285714285715,-0.030308019222492905,0.0,0
filter-a,2026-0704-02-01-07-10,2022105443,0.0,0.0,-0.008181818181818179,-0.008181818181818179,0.0,-0.04090909090909091,-0.01966354689466819,0.0,0
filter-a,2026-0704-02-01-07-10,2022104601,0.0,0.0,-0.033333333333333326,-0.033333333333333326,0.0,-0.16666666666666666,-0.07795208263958264,0.0,0
filter-a,2026-0704-02-01-07-10,2022102308,0.0,0.0,-0.011029411764705954,-0.011029411764705954,0.0,-0.05514705882352941,-0.019246210608840048,0.0,0
filter-a,2026-0704-02-01-07-10,2023100937,-0.02777777777777779,-0.03122328901766558,-0.04080355165814298,-0.04080355165814298,0.0,-0.3333333333333333,-0.14602564102564103,0.0,-2
filter-a,2026-0704-02-01-07-10,2022102828,0.0,0.0,-0.011029411764705899,-0.011029411764705899,0.0,-0.05514705882352941,-0.019246210608840048,0.0,0
filter-a,2026-0704-02-01-07-10,2022107254,0.0,0.0,-0.0048913043478260865,-0.0048913043478260865,0.0,-0.024456521739130432,-0.022783457218399666,0.0,0
filter-a,2026-0704-02-01-07-10,2021105931,0.0,0.0,0.0,0.0,0.0,-0.1333333333333333,-0.057667636228007746,0.0,0
filter-a,2026-0704-02-01-07-10,2022102905,0.0,0.0,-0.011029411764705954,-0.011029411764706065,-1.1102230246251565e-16,-0.05514705882352941,-0.019246210608840048,0.0,0
filter-b,2026-0704-02-01-07-01,2024106810,0.0,0.0,-0.3301742795488556,-0.3301742795488556,0.0,0.0,0.0,-9.0,-1
filter-b,2026-0704-02-01-07-01,2024100255,0.0,0.0,-0.5422475351821586,-0.5422475351821586,0.0,0.0,0.0,-3.0,-1
filter-b,2026-0704-02-01-07-01,2024103505,0.0,0.0,-0.5915624063815121,-0.5915624063815121,0.0,0.0,0.0,-1.0,-1
filter-b,2026-0704-02-01-07-01,2024107000,0.0,0.0,-0.31869634419865134,-0.31869634419865134,0.0,0.0,0.0,-33.0,-1
filter-b,2026-0704-02-01-07-01,2024106857,0.0,0.0,-0.3809679303425063,-0.3809679303425063,0.0,0.0,0.0,-9.0,-1
filter-b,2026-0704-02-01-07-01,2024106919,0.0,0.0,-0.31869638921271937,-0.31869638921271937,0.0,0.0,0.0,-16.0,-1
filter-b,2026-0704-02-01-07-01,2024106248,0.0,0.0,-0.3772429151666894,-0.3772429151666894,0.0,0.0,0.0,-7.0,-1
filter-b,2026-0704-02-01-07-01,2024104503,0.0,0.0,-0.2920321352169241,-0.2920321352169241,0.0,0.0,0.0,-12.0,-1
filter-b,2026-0704-02-01-07-01,2024107158,0.0,0.0,-0.21584010547326937,-0.21584010547326937,0.0,0.0,0.0,-13.0,-1
filter-b,2026-0704-02-01-07-02,2023106148,-0.059047619047619015,-0.13836099223529583,-0.48993422811216414,-0.4878707360486721,0.002063492063492045,0.0,0.0,-3.0,-5
filter-b,2026-0704-02-01-07-02,2023101812,0.14444444444444443,-0.20427529234278038,-0.4491163837342723,-0.43224717077130936,0.016869212962962954,0.0,0.0,-9.0,-3
filter-b,2026-0704-02-01-07-02,2023106438,0.07686274509803925,-0.15719768163402129,-0.9290670198126377,-0.9252996587015266,0.0037673611111110894,0.0,0.0,0.0,-5
filter-b,2026-0704-02-01-07-02,2023101598,0.07499999999999996,-0.043301270189221926,-0.28943177259885944,-0.298581078154415,-0.009149305555555542,0.0,0.0,-7.0,-4
filter-b,2026-0704-02-01-07-02,2023104216,-0.09642857142857142,-0.24915674109414152,-0.41564851382644985,-0.4064427846597832,0.009205729166666676,0.0,0.0,-3.0,-4
filter-b,2026-0704-02-01-07-02,2023110027,-0.012499999999999956,-0.025,-0.28090708846861595,-0.2787377004928374,0.002169387975778536,0.0,0.0,-12.0,-5
filter-b,2026-0704-02-01-07-02,2023103333,0.06,-0.12000000000000001,-0.39609843926552607,-0.39609843926552607,0.0,0.0,0.0,-7.0,-5
filter-b,2026-0704-02-01-07-02,2023106476,-0.0714285714285714,-0.23750402789280467,-0.20906792394440038,-0.24194552811106707,-0.032877604166666685,0.0,0.0,-13.0,-5
filter-b,2026-0704-02-01-07-02,2023106454,-0.11523809523809525,-0.1683964655641931,-0.1557336864793043,-0.15367019441581223,0.002063492063492073,0.0,0.0,-37.0,-5
filter-b,2026-0704-02-01-07-02,2023106285,-0.13047619047619052,-0.1618375210510673,-0.44158215724475103,-0.4373077808275175,0.00427437641723355,0.0,0.0,-8.0,-5
filter-b,2026-0704-02-01-07-02,2023104679,0.00512820512820511,-0.25951392155208863,-0.40202171768431144,-0.3983989668088133,0.0036227508754981264,0.0,0.0,-8.0,-5
filter-b,2026-0704-02-01-07-02,2023101938,0.10666666666666669,-0.1451436070471816,-0.5489818471597832,-0.549745736048672,-0.0007638888888888973,0.0,0.0,-3.0,-5
filter-b,2026-0704-02-01-07-02,2023103372,0.125,-0.21650635094610965,-0.435734590611067,-0.4592883096193315,-0.023553719008264473,0.0,0.0,-13.0,-4
filter-b,2026-0704-02-01-07-02,2023102669,-0.025000000000000022,-0.043301270189221926,-0.5032011331072828,-0.4939954039406161,0.009205729166666676,0.0,0.0,-2.0,-4
filter-b,2026-0704-02-01-07-02,2023105537,0.0,0.0,-0.4233918540166375,-0.4233918540166375,0.0,0.0,0.0,-6.0,-3
filter-b,2026-0704-02-01-07-02,2023104713,-0.125,-0.21650635094610965,-0.6780564072522515,-0.6780564072522515,0.0,0.0,0.0,-1.0,-4
filter-b,2026-0704-02-01-07-03,2023104347,0.0,0.0,-0.15573368647930436,-0.15573368647930436,0.0,0.0,0.0,-36.0,-2
filter-b,2026-0704-02-01-07-03,2023104632,-0.2282783882783883,-0.23204397038418592,-0.2890670198126376,-0.2816827605533783,0.007384259259259285,0.0,0.0,-38.0,-5
filter-b,2026-0704-02-01-07-03,2023101796,0.20256410256410257,-0.19618317193219048,-0.30958074445722095,-0.3034220679688741,0.006158676488346837,0.0,0.0,-13.0,-5
filter-b,2026-0704-02-01-07-03,2023100609,-0.30174603174603176,-0.14243358726987423,-0.5356485138264498,-0.5137476873801688,0.021900826446280997,0.0,0.0,-3.0,-5
filter-b,2026-0704-02-01-07-03,2023105268,-0.1444444444444445,-0.2042752923427804,-0.556534466440616,-0.556534466440616,0.0,0.0,0.0,-2.0,-3
filter-b,2026-0704-02-01-07-03,2023105608,0.0,0.0,-0.3702294649876745,-0.3702294649876745,0.0,0.0,0.0,-6.0,-4
filter-b,2026-0704-02-01-07-03,2023106623,0.0,0.0,-0.3690670220537562,-0.3690670220537562,0.0,0.0,0.0,-19.0,-1
