horse_id,horse_name,races,first_date,last_date,bets,wins_when_bet,total_staked,total_return,avg_pred_prob,avg_odds,avg_popularity,mean_prediction_rank,last_race_id,last_actual_rank,roi
2020103486.0,トラマンダーレ,1,2026-08-30,2026-08-30,0,0,0.0,0.0,0.0757294841405086,149.0,5.0,4.0,2026-0830-04-03-04-01,5.0,
2020103477.0,サトノアルペジオ,1,2026-08-30,2026-08-30,0,0,0.0,0.0,0.0110147828009077,1502.0,16.0,14.0,2026-0830-04-03-04-09,16.0,
2020103280.0,エマヌエーレ,1,2026-08-30,2026-08-30,0,0,0.0,0.0,0.0311715784493597,113.0,6.0,11.0,2026-0830-01-02-04-11,8.0,
2020103256.0,カフジキアッキエレ,1,2026-08-23,2026-08-23,0,0,0.0,0.0,0.017308206808725,800.0,12.0,11.0,2026-0823-07-03-02-08,10.0,
2020103218.0,フミサウンド,1,2026-08-30,2026-08-30,0,0,0.0,0.0,0.0202353516800421,792.0,14.0,14.0,2026-0830-01-02-04-10,8.0,
2020103199.0,ビップスコーピオン,1,2026-08-30,2026-08-30,0,0,0.0,0.0,0.003173253072639,1159.0,12.0,15.0,2026-0830-07-03-04-06,16.0,
2021105896.0,ケープウィッカム,1,2026-08-22,2026-08-22,1,0,100.0,0.0,0.2364021550378955,32.0,1.0,1.0,2026-0822-01-02-01-08,3.0,-1.0
2021105976.0,ローマンレイク,1,2026-08-29,2026-08-29,0,0,0.0,0.0,0.0457520690484873,829.0,11.0,9.0,2026-0829-07-03-03-06,12.0,
2022105979.0,ピカピカサンダー,1,2026-08-29,2026-08-29,0,0,0.0,0.0,0.0809469778068242,73.0,3.0,4.0,2026-0829-04-03-03-08,3.0,
2022104496.0,スコーピオンイメル,1,2026-08-30,2026-08-30,0,0,0.0,0.0,0.03985424607914,555.0,9.0,7.0,2026-0830-07-03-04-05,11.0,
2022104715.0,ジーティーマン,1,2026-08-23,2026-08-23,0,0,0.0,0.0,0.0773508466380838,53.0,3.0,8.0,2026-0823-07-03-02-06,2.0,
2022104694.0,ブルクトーア,1,2026-08-29,2026-08-29,0,0,0.0,0.0,0.0752648801027639,230.0,8.0,7.0,2026-0829-07-03-03-07,1.0,
2022104692.0,バースライト,1,2026-08-29,2026-08-29,0,0,0.0,0.0,0.1375709531526407,99.0,4.0,2.0,2026-0829-01-02-03-11,5.0,
2022104691.0,トライゴーニック,1,2026-08-23,2026-08-23,0,0,0.0,0.0,0.0419522179973876,158.0,7.0,8.0,2026-0823-01-02-02-07,3.0,
2022104684.0,ウィンスタンリー,1,2026-08-23,2026-08-23,0,0,0.0,0.0,0.0350773684939302,208.0,8.0,8.0,2026-0823-04-03-02-10,5.0,
2022104674.0,フィドルファドル,1,2026-08-29,2026-08-29,0,0,0.0,0.0,0.0320534387810131,40.0,3.0,11.0,2026-0829-07-03-03-06,1.0,
2022104647.0,エーデルヴェーグ,1,2026-08-29,2026-08-29,0,0,0.0,0.0,0.084539532660422,51.0,3.0,6.0,2026-0829-07-03-03-08,3.0,
2022104645.0,ダノンシーマ,1,2026-08-30,2026-08-30,0,0,0.0,0.0,0.2448834121599407,32.0,1.0,2.0,2026-0830-04-03-04-08,3.0,
2022104640.0,ルシタニア,1,2026-08-30,2026-08-30,0,0,0.0,0.0,0.0114007428937318,1352.0,12.0,12.0,2026-0830-07-03-04-05,2.0,
2022104637.0,ホウオウブースター,1,2026-08-30,2026-08-30,0,0,0.0,0.0,0.0172822676396576,434.0,13.0,16.0,2026-0830-01-02-04-10,12.0,
2022104624.0,アロマフェリス,1,2026-08-22,2026-08-22,0,0,0.0,0.0,0.1742820612352879,107.0,4.0,2.0,2026-0822-07-03-01-03,3.0,
2022104623.0,コリカンチャ,1,2026-08-29,2026-08-29,0,0,0.0,0.0,0.0765339156850545,325.0,10.0,5.0,2026-0829-01-02-03-11,10.0,
2022104605.0,ショウナンヤッホー,1,2026-08-23,2026-08-23,0,0,0.0,0.0,0.0195027956459545,848.0,13.0,9.0,2026-0823-01-02-02-12,13.0,
2022104597.0,モンテディアーナ,1,2026-08-29,2026-08-29,0,0,0.0,0.0,0.0146835053211089,1001.0,12.0,11.0,2026-0829-07-03-03-08,14.0,
2022104596.0,ガルダイア,1,2026-08-22,2026-08-22,0,0,0.0,0.0,0.0093453758097847,1056.0,14.0,18.0,2026-0822-04-03-01-06,11.0,
2022104716.0,シェーンシュティア,1,2026-08-30,2026-08-30,1,0,100.0,0.0,0.2279772737760783,71.0,3.0,1.0,2026-0830-04-03-04-11,3.0,-1.0
2022104724.0,ハルフロンティア,1,2026-08-23,2026-08-23,1,0,100.0,0.0,0.2283167779594684,63.0,4.0,1.0,2026-0823-01-02-02-09,2.0,-1.0
2022104729.0,サマーナイト,2,2026-08-22,2026-08-30,0,0,0.0,0.0,0.0822166816723713,40.0,2.5,4.5,2026-0830-01-02-04-09,1.0,
2022104824.0,エンベッカ,1,2026-08-29,2026-08-29,0,0,0.0,0.0,0.0292542335556156,488.0,10.0,9.0,2026-0829-07-03-03-11,3.0,
2022104899.0,ジュンライデン,1,2026-08-30,2026-08-30,0,0,0.0,0.0,0.0393350652218559,550.0,11.0,9.0,2026-0830-07-03-04-08,8.0,
2022104887.0,シュバルツマサムネ,1,2026-08-30,2026-08-30,0,0,0.0,0.0,0.0306232415392356,460.0,8.0,8.0,2026-0830-04-03-04-07,12.0,
2022104879.0,テーオーシュタイン,1,2026-08-23,2026-08-23,0,0,0.0,0.0,0.0821063699384895,308.0,9.0,7.0,2026-0823-07-03-02-06,3.0,
2022104875.0,オルグジェシダ,1,2026-08-23,2026-08-23,0,0,0.0,0.0,0.1872073005682193,33.0,2.0,3.0,2026-0823-04-03-02-10,3.0,
2022104858.0,セイルロケット,1,2026-08-30,2026-08-30,0,0,0.0,0.0,0.0161664212528128,290.0,7.0,11.0,2026-0830-01-02-04-07,10.0,
2022104841.0,オーレアミスト,1,2026-08-30,2026-08-30,0,0,0.0,0.0,0.0174304407643372,432.0,8.0,11.0,2026-0830-07-03-04-05,7.0,
2022104817.0,ペールノエル,1,2026-08-23,2026-08-23,0,0,0.0,0.0,0.084507003625416,140.0,6.0,4.0,2026-0823-07-03-02-11,6.0,
2022104745.0,シャルクハフト,1,2026-08-30,2026-08-30,0,0,0.0,0.0,0.0068512648521205,2019.0,14.0,12.0,2026-0830-07-03-04-06,5.0,
2022104801.0,ハッコウイチウ,1,2026-08-22,2026-08-22,0,0,0.0,0.0,0.1101157911202584,239.0,6.0,3.0,2026-0822-04-03-01-08,3.0,
2022104786.0,サトノラポール,1,2026-08-29,2026-08-29,0,0,0.0,0.0,0.0250288418954249,176.0,7.0,9.0,2026-0829-04-03-03-06,9.0,
2022104784.0,ルクスジニア,1,2026-08-23,2026-08-23,0,0,0.0,0.0,0.1308468646644466,36.0,1.0,4.0,2026-0823-01-02-02-12,4.0,
2022104751.0,アルテヴェローチェ,1,2026-08-22,2026-08-22,0,0,0.0,0.0,0.037509968019967,658.0,15.0,11.0,2026-0822-04-03-01-07,11.0,
2022104748.0,ウィルサヴァイブ,1,2026-08-29,2026-08-29,0,0,0.0,0.0,0.1222764907512387,128.0,6.0,3.0,2026-0829-01-02-03-11,7.0,
2022104746.0,サトノビーツ,1,2026-08-22,2026-08-22,0,0,0.0,0.0,0.0269955842018463,316.0,10.0,11.0,2026-0822-04-03-01-10,15.0,
2022104515.0,ビーアイフォルテ,1,2026-08-30,2026-08-30,0,0,0.0,0.0,0.0175241264247657,539.0,11.0,12.0,2026-0830-04-03-04-09,17.0,
2022104419.0,ローズマイスター,1,2026-08-23,2026-08-23,0,0,0.0,0.0,0.0881694101281024,79.0,3.0,6.0,2026-0823-01-02-02-10,2.0,
2021105984.0,モモンウールー,1,2026-08-23,2026-08-23,0,0,0.0,0.0,0.0738745866351908,169.0,8.0,4.0,2026-0823-04-03-02-06,13.0,
2022104391.0,ヴィヴァシャス,1,2026-08-29,2026-08-29,0,0,0.0,0.0,0.009567465661665,1561.0,15.0,15.0,2026-0829-07-03-03-10,12.0,
2022103991.0,ジーティーエスピ,1,2026-08-29,2026-08-29,1,0,100.0,0.0,0.1623747949363205,105.0,8.0,1.0,2026-0829-01-02-03-07,7.0,-1.0
2022103785.0,マタミカンサン,1,2026-08-22,2026-08-22,0,0,0.0,0.0,0.1576011459968829,32.0,2.0,3.0,2026-0822-04-03-01-09,2.0,
2022103705.0,エレガンシア,1,2026-08-23,2026-08-23,0,0,0.0,0.0,0.0398980889336405,181.0,7.0,6.0,2026-0823-07-03-02-05,6.0,
2022103634.0,メイショウサトノヒ,1,2026-08-29,2026-08-29,0,0,0.0,0.0,0.0143988586745187,1204.0,14.0,12.0,2026-0829-07-03-03-10,7.0,
2022103623.0,ガイラルディア,1,2026-08-22,2026-08-22,0,0,0.0,0.0,0.054875572736816,517.0,8.0,5.0,2026-0822-07-03-01-08,7.0,
2022103594.0,サンタアニタ,1,2026-08-30,2026-08-30,0,0,0.0,0.0,0.1051916247779191,275.0,11.0,4.0,2026-0830-01-02-04-11,10.0,
2022103592.0,ルシード,1,2026-08-23,2026-08-23,0,0,0.0,0.0,0.0484126836455779,184.0,7.0,8.0,2026-0823-01-02-02-11,11.0,
2022103588.0,スノーリン,1,2026-08-30,2026-08-30,0,0,0.0,0.0,0.0076886691532343,2837.0,12.0,12.0,2026-0830-04-03-04-01,11.0,
2022103577.0,リッキースタイル,1,2026-08-22,2026-08-22,0,0,0.0,0.0,0.0298807686181691,100.0,3.0,6.0,2026-0822-04-03-01-08,6.0,
2022103522.0,ジェットブレード,1,2026-08-30,2026-08-30,0,0,0.0,0.0,0.005097010612242,2004.0,14.0,14.0,2026-0830-07-03-04-08,4.0,
