date,race_id,horse_id,horse_name,actual_rank,target,odds,win_odds,popularity,ranker_score,ranker_win_probability,prediction_rank,win_payout,model_train_end_date,evaluation_mode,ev,ev_bucket
2025-09-07,2025-0907-09-04-02-12,2022106699,ダイシンリンク,4,0,148.0,14.800000190734863,6,-0.261636255795648,0.0964296092581514,4,0.0,2025-08-31,monthly_walk_forward,1.4271582354131291,120-150%
2025-09-13,2025-0913-06-04-03-04,2018103796,ケンアンビシャス,7,0,69.0,6.900000095367432,2,-0.3276457333893551,0.1315657191265409,2,0.0,2025-08-31,monthly_walk_forward,0.9078034745202168,100%未満(見送り)
2025-09-13,2025-0913-06-04-03-04,2019102813,シゲルタヌキ,8,0,498.0,49.79999923706055,11,-0.3998351992933815,0.1208533356790462,4,0.0,2025-08-31,monthly_walk_forward,6.018496024612723,200%以上
2025-09-13,2025-0913-06-04-03-04,2019103278,クラップサンダー,5,0,320.0,32.0,8,-0.6387797899701797,0.0912375391093451,5,0.0,2025-08-31,monthly_walk_forward,2.919601251499043,200%以上
2025-09-13,2025-0913-06-04-03-04,2019104010,タマモエース,3,0,75.0,7.5,3,-0.3377023275990345,0.1300182993385733,3,0.0,2025-08-31,monthly_walk_forward,0.9751372450392999,100%未満(見送り)
2025-09-13,2025-0913-06-04-03-04,2020103875,フェーレンベルク,1,1,16.0,1.600000023841858,1,-0.3121202847849426,0.1339908783541384,1,160.0,2025-08-31,monthly_walk_forward,0.2143854085612129,100%未満(見送り)
2025-09-13,2025-0913-06-04-03-09,2021100162,ロードブレイズ,11,0,37.0,3.700000047683716,3,-0.4469992989617676,0.1495773584895568,2,0.0,2025-08-31,monthly_walk_forward,0.5534362335437645,100%未満(見送り)
2025-09-13,2025-0913-06-04-03-09,2021104889,ラファールドール,2,0,138.0,13.800000190734863,5,-1.23230056283389,0.0593783610102873,5,0.0,2025-08-31,monthly_walk_forward,0.8194213932674883,100%未満(見送り)
2025-09-13,2025-0913-06-04-03-09,2021105929,デフィニティーボ,8,0,210.0,21.0,7,-0.8600203044943815,0.0920108625945332,3,0.0,2025-08-31,monthly_walk_forward,1.9322281144851972,150-200%
2025-09-13,2025-0913-06-04-03-09,2022102700,トゥーザムーン,5,0,35.0,3.5,2,0.4381838766744133,0.4237762816769888,1,0.0,2025-08-31,monthly_walk_forward,1.4832169858694608,120-150%
2025-09-13,2025-0913-06-04-03-09,2022103059,ベルベルコンパス,1,1,32.0,3.200000047683716,1,-1.0708271430503336,0.0718010138479084,4,320.0,2025-08-31,monthly_walk_forward,0.229763247737046,100%未満(見送り)
2025-09-13,2025-0913-06-04-03-10,2020101992,ライクアフラワー,6,0,477.0,47.70000076293945,9,-0.5108987036756218,0.1015123830886078,4,0.0,2025-08-31,monthly_walk_forward,4.842140750774394,200%以上
2025-09-13,2025-0913-06-04-03-10,2020105492,ニシノピウモッソ,3,0,67.0,6.699999809265137,5,-0.3092396460817397,0.128692616360983,3,0.0,2025-08-31,monthly_walk_forward,0.8622405050724176,100%未満(見送り)
2025-09-13,2025-0913-06-04-03-10,2022103556,キープサインオン,8,0,52.0,5.199999809265137,3,-0.5301103947677356,0.0992437358181604,5,0.0,2025-08-31,monthly_walk_forward,0.5160674073251937,100%未満(見送り)
2025-09-13,2025-0913-06-04-03-10,2022104771,スターウェーブ,10,0,37.0,3.700000047683716,1,-0.1527404520892437,0.1547086144400754,2,0.0,2025-08-31,monthly_walk_forward,0.5724218808053605,100%未満(見送り)
2025-09-13,2025-0913-06-04-03-10,2022110026,コウセキ,2,0,42.0,4.199999809265137,2,0.1077888452253907,0.2101976958128201,1,0.0,2025-08-31,monthly_walk_forward,0.8828302823218157,100%未満(見送り)
2025-09-13,2025-0913-06-04-03-11,2019100553,ドンレパルス,2,0,34.0,3.4000000953674316,1,0.5630845425937663,0.2647419841030187,1,0.0,2025-08-31,monthly_walk_forward,0.9001227711980266,100%未満(見送り)
2025-09-13,2025-0913-06-04-03-11,2020101174,ユキマル,1,1,40.0,4.0,3,0.0194782872573577,0.1396611226460556,2,400.0,2025-08-31,monthly_walk_forward,0.5586444905842224,100%未満(見送り)
2025-09-13,2025-0913-06-04-03-11,2020104597,ショウナンアビアス,4,0,38.0,3.799999952316284,2,-0.1665111627386443,0.1122140062477766,4,0.0,2025-08-31,monthly_walk_forward,0.4264132183907703,100%未満(見送り)
2025-09-13,2025-0913-06-04-03-11,2021101654,トーラスシャイン,7,0,73.0,7.300000190734863,4,-0.0333799055847389,0.1312406717522109,3,0.0,2025-08-31,monthly_walk_forward,0.9580569288233112,100%未満(見送り)
