margin_bin,races,wins,win_rate,win_ROI,place_hit_rate,place_ROI,sample_warning
0,220,57,0.2590909090909091,65.45454545454545,0.5454545454545454,72.31818181818181,
0.81+,212,58,0.27358490566037735,84.0566037735849,0.5754716981132075,81.50943396226415,
