margin_bin,races,wins,win_rate,win_ROI,place_hit_rate,place_ROI,sample_warning
0,219,55,0.2511415525114155,58.44748858447488,0.547945205479452,84.24657534246576,
0.81+,213,56,0.26291079812206575,80.51643192488262,0.5446009389671361,76.10328638497651,
