racecourse,races,wins,win_rate,win_ROI,place_hit_rate,place_ROI,sample_warning
中京,72,25,0.3472222222222222,92.63888888888889,0.6666666666666666,90.55555555555556,
函館,72,24,0.3333333333333333,99.30555555555556,0.6388888888888888,88.33333333333333,
小倉,72,13,0.18055555555555555,49.02777777777778,0.4583333333333333,64.44444444444444,
新潟,72,11,0.1527777777777778,40.0,0.4722222222222222,72.08333333333333,
札幌,72,21,0.2916666666666667,78.05555555555556,0.5555555555555556,76.80555555555556,
福島,72,17,0.2361111111111111,56.94444444444444,0.4861111111111111,89.16666666666667,
