distance,races,wins,win_rate,win_ROI,place_hit_rate,place_ROI,sample_warning
1300～1600m,53,15,0.2830188679245283,82.45283018867924,0.6226415094339622,87.16981132075472,
1700～2000m,215,63,0.2930232558139535,81.25581395348837,0.6,87.90697674418605,
2100～2400m,7,1,0.14285714285714285,27.142857142857142,0.7142857142857143,88.57142857142857,LOW SAMPLE
2500m～,26,4,0.15384615384615385,44.61538461538462,0.34615384615384615,48.07692307692308,LOW SAMPLE
～1200m,131,28,0.21374045801526717,51.6030534351145,0.4580152671755725,70.76335877862596,
