popularity,races,wins,win_rate,win_ROI,place_hit_rate,place_ROI,sample_warning
1番人気,6,2,0.3333333333333333,76.66666666666667,1,120.0,LOW SAMPLE
2～3番人気,3,0,0,0.0,0,0.0,LOW SAMPLE
4～6番人気,1,0,0,0.0,0,0.0,LOW SAMPLE
