distance,races,wins,win_rate,win_ROI,place_hit_rate,place_ROI,sample_warning
1700～2000m,24,4,0.16666666666666666,40.416666666666664,0.5833333333333334,60.0,LOW SAMPLE
2500m～,5,0,0,0.0,0.2,26.0,LOW SAMPLE
～1200m,21,6,0.2857142857142857,53.333333333333336,0.47619047619047616,57.61904761904761,LOW SAMPLE
