bin,predictions,mean_predicted_probability,actual_win_rate
0～5%,286,0.024710958454665834,0.02097902097902098
5～10%,185,0.07067121887872087,0.07027027027027027
10～20%,106,0.13954333186447487,0.1792452830188679
20～30%,43,0.2443034708213813,0.23255813953488372
30～40%,10,0.324625104465001,0.2
40%以上,1,0.4311494949842189,0
