bin,predictions,mean_predicted_probability,actual_win_rate
0～5%,42,0.02716034979658053,0.023809523809523808
5～10%,27,0.07455359016985322,0.037037037037037035
10～20%,26,0.12819026360059274,0.15384615384615385
20～30%,11,0.26002204573865423,0.2727272727272727
30～40%,3,0.32837575445504613,0.3333333333333333
40%以上,1,0.4179584608710803,0
