odds,races,wins,win_rate,win_ROI,place_hit_rate,place_ROI,sample_warning
10.0～19.9,73,40,0.547945205479452,86.7123287671233,0.821917808219178,90.41095890410958,
20.0～,359,79,0.2200557103064067,78.55153203342618,0.5069637883008357,73.95543175487465,
