margin_bin,races,wins,win_rate,win_ROI,place_hit_rate,place_ROI,sample_warning
0,3,0,0,0.0,0.6666666666666666,36.666666666666664,LOW SAMPLE
0.81+,7,1,0.14285714285714285,30.0,0.5714285714285714,135.71428571428572,LOW SAMPLE
