bin,predictions,mean_predicted_probability,actual_win_rate
0～5%,23,0.035282192002990403,0.08695652173913043
5～10%,50,0.07051150559251751,0.06
10～20%,29,0.1312652515125698,0.10344827586206896
20～30%,7,0.24896667509148077,0.2857142857142857
30～40%,1,0.37298304631630674,0
40%以上,0,,
