popularity,races,wins,win_rate,win_ROI,place_hit_rate,place_ROI,sample_warning
1番人気,31,9,0.2903225806451613,56.451612903225815,0.6774193548387096,80.3225806451613,
2～3番人気,14,0,0,0.0,0.21428571428571427,9.285714285714286,LOW SAMPLE
4～6番人気,2,0,0,0.0,0,0.0,LOW SAMPLE
7番人気以下,3,0,0,0.0,0,0.0,LOW SAMPLE
