racecourse,surface,distance,races,wins,win_rate,win_ROI,place_hit_rate,place_ROI,sample_warning
函館,芝,1700～2000m,11,1,0.09090909090909091,19.090909090909093,0.6363636363636364,53.63636363636364,LOW SAMPLE
函館,芝,2500m～,2,0,0,0.0,0,0.0,LOW SAMPLE
函館,芝,～1200m,11,3,0.2727272727272727,50.90909090909091,0.5454545454545454,65.45454545454545,LOW SAMPLE
小倉,芝,1700～2000m,4,0,0,0.0,0.5,60.0,LOW SAMPLE
小倉,芝,2500m～,2,0,0,0.0,0.5,65.0,LOW SAMPLE
小倉,芝,～1200m,6,2,0.3333333333333333,65.0,0.5,63.33333333333333,LOW SAMPLE
福島,芝,1700～2000m,9,1,0.1111111111111111,30.0,0.3333333333333333,37.77777777777778,LOW SAMPLE
福島,芝,2500m～,1,0,0,0.0,0,0.0,LOW SAMPLE
福島,芝,～1200m,4,2,0.5,80.0,0.5,55.00000000000001,LOW SAMPLE
