distance,races,wins,win_rate,win_ROI,place_hit_rate,place_ROI,sample_warning
1700～2000m,24,2,0.08333333333333333,20.0,0.5,48.75,LOW SAMPLE
2500m～,5,0,0,0.0,0.2,26.0,LOW SAMPLE
～1200m,21,7,0.3333333333333333,60.476190476190474,0.5238095238095238,62.857142857142854,LOW SAMPLE
