bin,predictions,mean_predicted_probability,actual_win_rate
0～5%,286,0.02468912051008117,0.02097902097902098
5～10%,182,0.0702641830699155,0.07142857142857142
10～20%,108,0.13763201217976642,0.16666666666666666
20～30%,43,0.24468215920439929,0.23255813953488372
30～40%,11,0.3231059317285138,0.2727272727272727
40%以上,1,0.4179584608710803,0
