bin,predictions,mean_predicted_probability,actual_win_rate
0～5%,2430,0.026028044062798718,0.023868312757201648
5～10%,1642,0.07282719280678138,0.06638246041412911
10～20%,1079,0.13752362590957154,0.14457831325301204
20～30%,355,0.2400173813502309,0.22535211267605634
30～40%,70,0.32869535711827924,0.4142857142857143
40%以上,5,0.41647122131126196,0
