margin_bin,races,wins,win_rate,win_ROI,place_hit_rate,place_ROI,sample_warning
0,224,52,0.23214285714285715,64.24107142857143,0.5357142857142857,75.22321428571429,
0.81+,208,56,0.2692307692307692,81.82692307692308,0.5721153846153846,79.95192307692308,
