odds,races,wins,win_rate,win_ROI,place_hit_rate,place_ROI,sample_warning
10.0～19.9,67,36,0.5373134328358209,85.97014925373134,0.8059701492537313,89.40298507462686,
20.0～,365,72,0.19726027397260273,70.27397260273973,0.5068493150684932,75.31506849315068,
