month,races,top1_win_rate,win_ROI,place_ROI
2026-07,288,0.22916666666666666,69.54861111111111,74.86111111111111
2026-08,144,0.2916666666666667,79.02777777777777,82.77777777777777
TOTAL,432,0.25,72.70833333333333,77.5
