distance,races,wins,win_rate,win_ROI,place_hit_rate,place_ROI,sample_warning
1300～1600m,53,17,0.32075471698113206,117.16981132075472,0.6037735849056604,80.37735849056604,
1700～2000m,215,54,0.25116279069767444,68.04651162790698,0.5906976744186047,83.76744186046511,
2100～2400m,7,2,0.2857142857142857,94.28571428571428,0.8571428571428571,91.42857142857143,LOW SAMPLE
2500m～,26,5,0.19230769230769232,58.84615384615385,0.46153846153846156,66.15384615384615,LOW SAMPLE
～1200m,131,30,0.22900763358778625,63.969465648854964,0.4732824427480916,67.55725190839695,
