popularity,races,wins,win_rate,win_ROI,place_hit_rate,place_ROI,sample_warning
1番人気,235,82,0.34893617021276596,80.42553191489363,0.676595744680851,84.76595744680851,
2～3番人気,136,23,0.16911764705882354,76.17647058823529,0.4852941176470588,72.72058823529412,
4～6番人気,40,3,0.075,53.75,0.35,91.75,
7番人気以下,21,0,0,0.0,0,0.0,LOW SAMPLE
