mode,races,horses,brier,logloss,auc,top1_hit_rate,top3_hit_rate,top1_win_roi,top1_profit,rule_bets,rule_win_roi,rule_profit
monthly_walk_forward,1627,21528,0.06443149897907745,0.23594911262506957,0.7579466577135184,0.26429010448678547,0.5482483097725875,80.4978488014751,-31730.0,494,91.88259109311741,-4010.0
fixed,1627,21528,0.06442080499038731,0.23577619903849573,0.7586294783641224,0.26429010448678547,0.551321450522434,80.20897357098956,-32200.0,452,92.76548672566372,-3270.0
