popularity,races,wins,win_rate,win_ROI,place_hit_rate,place_ROI,sample_warning
1番人気,234,82,0.3504273504273504,79.87179487179488,0.688034188034188,85.76923076923076,
2～3番人気,129,22,0.17054263565891473,74.8062015503876,0.5038759689922481,75.96899224806202,
4～6番人気,49,2,0.04081632653061224,28.367346938775512,0.24489795918367346,68.77551020408164,
7番人気以下,20,0,0,0.0,0.1,79.5,LOW SAMPLE
